model_id,fold,kind,architecture,mode,seed,participant,score
fold4__classification__BiLSTM__history__20260908,4,classification,BiLSTM,history,20260908,P33,0.3340098612544433
fold4__classification__BiLSTM__history__20260908,4,classification,BiLSTM,history,20260908,P4,0.2788671023965142
fold4__classification__BiLSTM__history__20260908,4,classification,BiLSTM,history,20260908,P9,0.40471276229790165
fold4__classification__BiLSTM__repeat_current__20260907,4,classification,BiLSTM,repeat_current,20260907,P20,0.358349504901229
fold4__classification__BiLSTM__repeat_current__20260907,4,classification,BiLSTM,repeat_current,20260907,P3,0.33747412008281574
fold4__classification__BiLSTM__repeat_current__20260907,4,classification,BiLSTM,repeat_current,20260907,P33,0.31822038757023274
fold4__classification__BiLSTM__repeat_current__20260907,4,classification,BiLSTM,repeat_current,20260907,P4,0.28758169934640526
fold4__classification__BiLSTM__repeat_current__20260907,4,classification,BiLSTM,repeat_current,20260907,P9,0.3677674578603371
fold4__classification__BiLSTM__repeat_current__20260908,4,classification,BiLSTM,repeat_current,20260908,P20,0.3382656615415236
fold4__classification__BiLSTM__repeat_current__20260908,4,classification,BiLSTM,repeat_current,20260908,P3,0.34782608695652173
fold4__classification__BiLSTM__repeat_current__20260908,4,classification,BiLSTM,repeat_current,20260908,P33,0.34957000343997247
fold4__classification__BiLSTM__repeat_current__20260908,4,classification,BiLSTM,repeat_current,20260908,P4,0.32897603485838783
fold4__classification__BiLSTM__repeat_current__20260908,4,classification,BiLSTM,repeat_current,20260908,P9,0.36564614149753466
fold4__classification__MLP_current__current__20260907,4,classification,MLP_current,current,20260907,P20,0.34421182266009853
fold4__classification__MLP_current__current__20260907,4,classification,MLP_current,current,20260907,P3,0.34161490683229817
fold4__classification__MLP_current__current__20260907,4,classification,MLP_current,current,20260907,P33,0.32433207201009057
fold4__classification__MLP_current__current__20260907,4,classification,MLP_current,current,20260907,P4,0.32679738562091504
fold4__classification__MLP_current__current__20260907,4,classification,MLP_current,current,20260907,P9,0.37335167985322787
fold4__classification__MLP_current__current__20260908,4,classification,MLP_current,current,20260908,P20,0.34987809125740155
fold4__classification__MLP_current__current__20260908,4,classification,MLP_current,current,20260908,P3,0.3581780538302277
fold4__classification__MLP_current__current__20260908,4,classification,MLP_current,current,20260908,P33,0.31068684783855066
fold4__classification__MLP_current__current__20260908,4,classification,MLP_current,current,20260908,P4,0.2679738562091503
fold4__classification__MLP_current__current__20260908,4,classification,MLP_current,current,20260908,P9,0.37925696594427244
fold4__classification__dummy_prior__current__20260907,4,classification,dummy_prior,current,20260907,P20,0.3333333333333333
fold4__classification__dummy_prior__current__20260907,4,classification,dummy_prior,current,20260907,P3,0.3333333333333333
fold4__classification__dummy_prior__current__20260907,4,classification,dummy_prior,current,20260907,P33,0.3333333333333333
fold4__classification__dummy_prior__current__20260907,4,classification,dummy_prior,current,20260907,P4,0.3333333333333333
fold4__classification__dummy_prior__current__20260907,4,classification,dummy_prior,current,20260907,P9,0.3333333333333333
fold4__classification__logistic__current__20260907,4,classification,logistic,current,20260907,P20,0.3786510424441459
fold4__classification__logistic__current__20260907,4,classification,logistic,current,20260907,P3,0.3498964803312629
fold4__classification__logistic__current__20260907,4,classification,logistic,current,20260907,P33,0.3262355234491457
fold4__classification__logistic__current__20260907,4,classification,logistic,current,20260907,P4,0.3202614379084967
fold4__classification__logistic__current__20260907,4,classification,logistic,current,20260907,P9,0.3753468638917556
fold4__classification__random_forest__current__20260907,4,classification,random_forest,current,20260907,P20,0.3365925262476987
fold4__classification__random_forest__current__20260907,4,classification,random_forest,current,20260907,P3,0.3995859213250517
fold4__classification__random_forest__current__20260907,4,classification,random_forest,current,20260907,P33,0.3104804494897374
fold4__classification__random_forest__current__20260907,4,classification,random_forest,current,20260907,P4,0.3115468409586057
fold4__classification__random_forest__current__20260907,4,classification,random_forest,current,20260907,P9,0.34838894622176353
fold4__regression__TCN__history__20260907,4,regression,TCN,history,20260907,P20,-1.0120251001247014
fold4__regression__TCN__history__20260907,4,regression,TCN,history,20260907,P3,-0.9840081180101374
fold4__regression__TCN__history__20260907,4,regression,TCN,history,20260907,P33,-1.012702845835027
fold4__regression__TCN__history__20260907,4,regression,TCN,history,20260907,P4,-0.9844899740423169
fold4__regression__TCN__history__20260907,4,regression,TCN,history,20260907,P9,-1.012131705600895
fold4__regression__TCN__history__20260908,4,regression,TCN,history,20260908,P20,-1.000603029976423
fold4__regression__TCN__history__20260908,4,regression,TCN,history,20260908,P3,-0.9969381448263225
fold4__regression__TCN__history__20260908,4,regression,TCN,history,20260908,P33,-1.0067898079847826
fold4__regression__TCN__history__20260908,4,regression,TCN,history,20260908,P4,-0.9923476882468124
fold4__regression__TCN__history__20260908,4,regression,TCN,history,20260908,P9,-1.010824658227256
fold4__regression__TCN__repeat_current__20260907,4,regression,TCN,repeat_current,20260907,P20,-1.001067119693434
fold4__regression__TCN__repeat_current__20260907,4,regression,TCN,repeat_current,20260907,P3,-0.9952538486667487
fold4__regression__TCN__repeat_current__20260907,4,regression,TCN,repeat_current,20260907,P33,-1.0002345560643893
fold4__regression__TCN__repeat_current__20260907,4,regression,TCN,repeat_current,20260907,P4,-1.0019008188494554
fold4__regression__TCN__repeat_current__20260907,4,regression,TCN,repeat_current,20260907,P9,-1.004791396945363
fold4__regression__TCN__repeat_current__20260908,4,regression,TCN,repeat_current,20260908,P20,-1.002750748341546
fold4__regression__TCN__repeat_current__20260908,4,regression,TCN,repeat_current,20260908,P3,-0.9991168440420921
fold4__regression__TCN__repeat_current__20260908,4,regression,TCN,repeat_current,20260908,P33,-1.0021881305216176
fold4__regression__TCN__repeat_current__20260908,4,regression,TCN,repeat_current,20260908,P4,-0.9978006546226328
fold4__regression__TCN__repeat_current__20260908,4,regression,TCN,repeat_current,20260908,P9,-1.0082864529370206
fold4__regression__LSTM__history__20260907,4,regression,LSTM,history,20260907,P20,-1.008114013461963
fold4__regression__LSTM__history__20260907,4,regression,LSTM,history,20260907,P3,-0.99628820718257
fold4__regression__LSTM__history__20260907,4,regression,LSTM,history,20260907,P33,-1.0119539115655871
fold4__regression__LSTM__history__20260907,4,regression,LSTM,history,20260907,P4,-1.0009371865339238
fold4__regression__LSTM__history__20260907,4,regression,LSTM,history,20260907,P9,-1.0066046026705349
fold4__regression__LSTM__history__20260908,4,regression,LSTM,history,20260908,P20,-1.0093131712216197
fold4__regression__LSTM__history__20260908,4,regression,LSTM,history,20260908,P3,-0.9971352791820565
fold4__regression__LSTM__history__20260908,4,regression,LSTM,history,20260908,P33,-1.0045543344078363
fold4__regression__LSTM__history__20260908,4,regression,LSTM,history,20260908,P4,-0.9934091854764379
fold4__regression__LSTM__history__20260908,4,regression,LSTM,history,20260908,P9,-1.0072527233776594
fold4__regression__LSTM__repeat_current__20260907,4,regression,LSTM,repeat_current,20260907,P20,-1.0052402442576518
fold4__regression__LSTM__repeat_current__20260907,4,regression,LSTM,repeat_current,20260907,P3,-0.9985339395975443
fold4__regression__LSTM__repeat_current__20260907,4,regression,LSTM,repeat_current,20260907,P33,-1.003826968448823
fold4__regression__LSTM__repeat_current__20260907,4,regression,LSTM,repeat_current,20260907,P4,-1.001854548884804
fold4__regression__LSTM__repeat_current__20260907,4,regression,LSTM,repeat_current,20260907,P9,-1.0074088619045483
fold4__regression__LSTM__repeat_current__20260908,4,regression,LSTM,repeat_current,20260908,P20,-1.007578045558113
fold4__regression__LSTM__repeat_current__20260908,4,regression,LSTM,repeat_current,20260908,P3,-0.9980249491055154
fold4__regression__LSTM__repeat_current__20260908,4,regression,LSTM,repeat_current,20260908,P33,-1.0031542273005831
fold4__regression__LSTM__repeat_current__20260908,4,regression,LSTM,repeat_current,20260908,P4,-0.9937090224227743
fold4__regression__LSTM__repeat_current__20260908,4,regression,LSTM,repeat_current,20260908,P9,-1.0088385927576926
fold4__regression__BiLSTM__history__20260907,4,regression,BiLSTM,history,20260907,P20,-1.0020588293667503
fold4__regression__BiLSTM__history__20260907,4,regression,BiLSTM,history,20260907,P3,-0.9931431566023233
fold4__regression__BiLSTM__history__20260907,4,regression,BiLSTM,history,20260907,P33,-1.007264549953803
fold4__regression__BiLSTM__history__20260907,4,regression,BiLSTM,history,20260907,P4,-1.0016332499544824
fold4__regression__BiLSTM__history__20260907,4,regression,BiLSTM,history,20260907,P9,-1.0054961599720675
fold4__regression__BiLSTM__history__20260908,4,regression,BiLSTM,history,20260908,P20,-1.008525271415366
fold4__regression__BiLSTM__history__20260908,4,regression,BiLSTM,history,20260908,P3,-0.997373108498014
fold4__regression__BiLSTM__history__20260908,4,regression,BiLSTM,history,20260908,P33,-1.002528368038425
fold4__regression__BiLSTM__history__20260908,4,regression,BiLSTM,history,20260908,P4,-0.9929536370760457
fold4__regression__BiLSTM__history__20260908,4,regression,BiLSTM,history,20260908,P9,-1.0060955035313344
fold4__regression__BiLSTM__repeat_current__20260907,4,regression,BiLSTM,repeat_current,20260907,P20,-1.0070371447116149
fold4__regression__BiLSTM__repeat_current__20260907,4,regression,BiLSTM,repeat_current,20260907,P3,-1.001038078044377
fold4__regression__BiLSTM__repeat_current__20260907,4,regression,BiLSTM,repeat_current,20260907,P33,-1.0045094683865805
fold4__regression__BiLSTM__repeat_current__20260907,4,regression,BiLSTM,repeat_current,20260907,P4,-0.9919796415115333
fold4__regression__BiLSTM__repeat_current__20260907,4,regression,BiLSTM,repeat_current,20260907,P9,-1.0071641193580816
fold4__regression__BiLSTM__repeat_current__20260908,4,regression,BiLSTM,repeat_current,20260908,P20,-1.0070084844669058
fold4__regression__BiLSTM__repeat_current__20260908,4,regression,BiLSTM,repeat_current,20260908,P3,-1.0015058145548514
fold4__regression__BiLSTM__repeat_current__20260908,4,regression,BiLSTM,repeat_current,20260908,P33,-1.0016511721383563
fold4__regression__BiLSTM__repeat_current__20260908,4,regression,BiLSTM,repeat_current,20260908,P4,-0.9922922364838523
fold4__regression__BiLSTM__repeat_current__20260908,4,regression,BiLSTM,repeat_current,20260908,P9,-1.008772548772553
fold4__regression__MLP_current__current__20260907,4,regression,MLP_current,current,20260907,P20,-1.0027487369885424
fold4__regression__MLP_current__current__20260907,4,regression,MLP_current,current,20260907,P3,-0.9955831547858739
fold4__regression__MLP_current__current__20260907,4,regression,MLP_current,current,20260907,P33,-1.002971390693491
fold4__regression__MLP_current__current__20260907,4,regression,MLP_current,current,20260907,P4,-0.9937328699593226
fold4__regression__MLP_current__current__20260907,4,regression,MLP_current,current,20260907,P9,-1.0056664383194878
fold4__regression__MLP_current__current__20260908,4,regression,MLP_current,current,20260908,P20,-1.0038855080080074
fold4__regression__MLP_current__current__20260908,4,regression,MLP_current,current,20260908,P3,-0.9982735435406085
fold4__regression__MLP_current__current__20260908,4,regression,MLP_current,current,20260908,P33,-1.0037838992677093
fold4__regression__MLP_current__current__20260908,4,regression,MLP_current,current,20260908,P4,-0.9961704272044983
fold4__regression__MLP_current__current__20260908,4,regression,MLP_current,current,20260908,P9,-1.001304124872345
fold4__regression__dummy_mean__current__20260907,4,regression,dummy_mean,current,20260907,P20,-1.0000000001799392
fold4__regression__dummy_mean__current__20260907,4,regression,dummy_mean,current,20260907,P3,-0.9999999993168249
fold4__regression__dummy_mean__current__20260907,4,regression,dummy_mean,current,20260907,P33,-1.0000000076532847
fold4__regression__dummy_mean__current__20260907,4,regression,dummy_mean,current,20260907,P4,-0.9999999985243824
fold4__regression__dummy_mean__current__20260907,4,regression,dummy_mean,current,20260907,P9,-0.9999999902224734
fold4__regression__ridge__current__20260907,4,regression,ridge,current,20260907,P20,-0.999379941181771
fold4__regression__ridge__current__20260907,4,regression,ridge,current,20260907,P3,-0.9920201067987182
fold4__regression__ridge__current__20260907,4,regression,ridge,current,20260907,P33,-0.9989376437542489
fold4__regression__ridge__current__20260907,4,regression,ridge,current,20260907,P4,-1.00206737810255
fold4__regression__ridge__current__20260907,4,regression,ridge,current,20260907,P9,-1.0038717071909344
fold4__regression__random_forest__current__20260907,4,regression,random_forest,current,20260907,P20,-1.0391782344000393
fold4__regression__random_forest__current__20260907,4,regression,random_forest,current,20260907,P3,-1.039796821180645
fold4__regression__random_forest__current__20260907,4,regression,random_forest,current,20260907,P33,-1.0792475730788547
fold4__regression__random_forest__current__20260907,4,regression,random_forest,current,20260907,P4,-1.0099311365082602
fold4__regression__random_forest__current__20260907,4,regression,random_forest,current,20260907,P9,-1.036308694269774
fold5__classification__TCN__history__20260907,5,classification,TCN,history,20260907,P13,0.3782893390628197
fold5__classification__TCN__history__20260907,5,classification,TCN,history,20260907,P21,0.32329749103942657
fold5__classification__TCN__history__20260907,5,classification,TCN,history,20260907,P26,0.4057142857142857
fold5__classification__TCN__history__20260907,5,classification,TCN,history,20260907,P34,0.28074534161490683
fold5__classification__TCN__history__20260907,5,classification,TCN,history,20260907,P44,0.3365960087271562
fold5__classification__TCN__history__20260908,5,classification,TCN,history,20260908,P13,0.3984039287906691
fold5__classification__TCN__history__20260908,5,classification,TCN,history,20260908,P21,0.36977622784074393
fold5__classification__TCN__history__20260908,5,classification,TCN,history,20260908,P26,0.41904761904761906
fold5__classification__TCN__history__20260908,5,classification,TCN,history,20260908,P34,0.3120674356699201
fold5__classification__TCN__history__20260908,5,classification,TCN,history,20260908,P44,0.36043555715686865
fold5__classification__TCN__repeat_current__20260907,5,classification,TCN,repeat_current,20260907,P13,0.3634438305709024
fold5__classification__TCN__repeat_current__20260907,5,classification,TCN,repeat_current,20260907,P21,0.3375278504310763
fold5__classification__TCN__repeat_current__20260907,5,classification,TCN,repeat_current,20260907,P26,0.4019047619047618
fold5__classification__TCN__repeat_current__20260907,5,classification,TCN,repeat_current,20260907,P34,0.25869565217391305
fold5__classification__TCN__repeat_current__20260907,5,classification,TCN,repeat_current,20260907,P44,0.36029544226265536
fold5__classification__TCN__repeat_current__20260908,5,classification,TCN,repeat_current,20260908,P13,0.3633824432166974
fold5__classification__TCN__repeat_current__20260908,5,classification,TCN,repeat_current,20260908,P21,0.3482127288578902
fold5__classification__TCN__repeat_current__20260908,5,classification,TCN,repeat_current,20260908,P26,0.41523809523809524
fold5__classification__TCN__repeat_current__20260908,5,classification,TCN,repeat_current,20260908,P34,0.2883318544809228
fold5__classification__TCN__repeat_current__20260908,5,classification,TCN,repeat_current,20260908,P44,0.365849996997538
fold5__classification__LSTM__history__20260907,5,classification,LSTM,history,20260907,P13,0.3635154491508083
fold5__classification__LSTM__history__20260907,5,classification,LSTM,history,20260907,P21,0.2999128160418483
fold5__classification__LSTM__history__20260907,5,classification,LSTM,history,20260907,P26,0.4057142857142857
fold5__classification__LSTM__history__20260907,5,classification,LSTM,history,20260907,P34,0.3220940550133097
fold5__classification__LSTM__history__20260907,5,classification,LSTM,history,20260907,P44,0.338347444904822
fold5__classification__LSTM__history__20260908,5,classification,LSTM,history,20260908,P13,0.36322897483118477
fold5__classification__LSTM__history__20260908,5,classification,LSTM,history,20260908,P21,0.34458975104136397
fold5__classification__LSTM__history__20260908,5,classification,LSTM,history,20260908,P26,0.3638095238095238
fold5__classification__LSTM__history__20260908,5,classification,LSTM,history,20260908,P34,0.39924578527063004
fold5__classification__LSTM__history__20260908,5,classification,LSTM,history,20260908,P44,0.3274685241898357
fold5__classification__LSTM__repeat_current__20260907,5,classification,LSTM,repeat_current,20260907,P13,0.3615715162676489
fold5__classification__LSTM__repeat_current__20260907,5,classification,LSTM,repeat_current,20260907,P21,0.3123898091640027
fold5__classification__LSTM__repeat_current__20260907,5,classification,LSTM,repeat_current,20260907,P26,0.3752380952380952
fold5__classification__LSTM__repeat_current__20260907,5,classification,LSTM,repeat_current,20260907,P34,0.34858030168589177
fold5__classification__LSTM__repeat_current__20260907,5,classification,LSTM,repeat_current,20260907,P44,0.3274284913629176
fold5__classification__LSTM__repeat_current__20260908,5,classification,LSTM,repeat_current,20260908,P13,0.3392367505627174
fold5__classification__LSTM__repeat_current__20260908,5,classification,LSTM,repeat_current,20260908,P21,0.32658142012980723
fold5__classification__LSTM__repeat_current__20260908,5,classification,LSTM,repeat_current,20260908,P26,0.39238095238095233
fold5__classification__LSTM__repeat_current__20260908,5,classification,LSTM,repeat_current,20260908,P34,0.3927684117125111
fold5__classification__LSTM__repeat_current__20260908,5,classification,LSTM,repeat_current,20260908,P44,0.30185752316899855
fold5__classification__BiLSTM__history__20260907,5,classification,BiLSTM,history,20260907,P13,0.3744730918764068
fold5__classification__BiLSTM__history__20260907,5,classification,BiLSTM,history,20260907,P21,0.34471568342536085
fold5__classification__BiLSTM__history__20260907,5,classification,BiLSTM,history,20260907,P26,0.43047619047619046
fold5__classification__BiLSTM__history__20260907,5,classification,BiLSTM,history,20260907,P34,0.3059006211180124
fold5__classification__BiLSTM__history__20260907,5,classification,BiLSTM,history,20260907,P44,0.3494265297543986
fold5__classification__BiLSTM__history__20260908,5,classification,BiLSTM,history,20260908,P13,0.38730304890525885
fold5__classification__BiLSTM__history__20260908,5,classification,BiLSTM,history,20260908,P21,0.33396299525331785
fold5__classification__BiLSTM__history__20260908,5,classification,BiLSTM,history,20260908,P26,0.4171428571428571
fold5__classification__BiLSTM__history__20260908,5,classification,BiLSTM,history,20260908,P34,0.33957409050576753
fold5__classification__BiLSTM__history__20260908,5,classification,BiLSTM,history,20260908,P44,0.3421405552553094
fold5__classification__BiLSTM__repeat_current__20260907,5,classification,BiLSTM,repeat_current,20260907,P13,0.35969920196439537
fold5__classification__BiLSTM__repeat_current__20260907,5,classification,BiLSTM,repeat_current,20260907,P21,0.33388549840162746
fold5__classification__BiLSTM__repeat_current__20260907,5,classification,BiLSTM,repeat_current,20260907,P26,0.3847619047619048
fold5__classification__BiLSTM__repeat_current__20260907,5,classification,BiLSTM,repeat_current,20260907,P34,0.28251996450754213
fold5__classification__BiLSTM__repeat_current__20260907,5,classification,BiLSTM,repeat_current,20260907,P44,0.3457134850577474
fold5__classification__BiLSTM__repeat_current__20260908,5,classification,BiLSTM,repeat_current,20260908,P13,0.3412523020257827
fold5__classification__BiLSTM__repeat_current__20260908,5,classification,BiLSTM,repeat_current,20260908,P21,0.28905356969873097
fold5__classification__BiLSTM__repeat_current__20260908,5,classification,BiLSTM,repeat_current,20260908,P26,0.3942857142857143
fold5__classification__BiLSTM__repeat_current__20260908,5,classification,BiLSTM,repeat_current,20260908,P34,0.2719165927240461
fold5__classification__BiLSTM__repeat_current__20260908,5,classification,BiLSTM,repeat_current,20260908,P44,0.36407854440641324
fold5__classification__MLP_current__current__20260907,5,classification,MLP_current,current,20260907,P13,0.38182934315531
fold5__classification__MLP_current__current__20260907,5,classification,MLP_current,current,20260907,P21,0.33554199360650977
fold5__classification__MLP_current__current__20260907,5,classification,MLP_current,current,20260907,P26,0.35999999999999993
fold5__classification__MLP_current__current__20260907,5,classification,MLP_current,current,20260907,P34,0.26104702750665487
fold5__classification__MLP_current__current__20260907,5,classification,MLP_current,current,20260907,P44,0.35492103524890406
fold5__classification__MLP_current__current__20260908,5,classification,MLP_current,current,20260908,P13,0.3949355432780847
fold5__classification__MLP_current__current__20260908,5,classification,MLP_current,current,20260908,P21,0.35922696890438827
fold5__classification__MLP_current__current__20260908,5,classification,MLP_current,current,20260908,P26,0.41523809523809524
fold5__classification__MLP_current__current__20260908,5,classification,MLP_current,current,20260908,P34,0.25199645075421473
fold5__classification__MLP_current__current__20260908,5,classification,MLP_current,current,20260908,P44,0.36556976720911144
fold5__classification__dummy_prior__current__20260907,5,classification,dummy_prior,current,20260907,P13,0.3333333333333333
fold5__classification__dummy_prior__current__20260907,5,classification,dummy_prior,current,20260907,P21,0.3333333333333333
fold5__classification__dummy_prior__current__20260907,5,classification,dummy_prior,current,20260907,P26,0.3333333333333333
fold5__classification__dummy_prior__current__20260907,5,classification,dummy_prior,current,20260907,P34,0.5
fold5__classification__dummy_prior__current__20260907,5,classification,dummy_prior,current,20260907,P44,0.3333333333333333
fold5__classification__logistic__current__20260907,5,classification,logistic,current,20260907,P13,0.3748004910988336
fold5__classification__logistic__current__20260907,5,classification,logistic,current,20260907,P21,0.3413251961639059
fold5__classification__logistic__current__20260907,5,classification,logistic,current,20260907,P26,0.43238095238095237
fold5__classification__logistic__current__20260907,5,classification,logistic,current,20260907,P34,0.31672582076308786
fold5__classification__logistic__current__20260907,5,classification,logistic,current,20260907,P44,0.3563321923977662
fold5__classification__random_forest__current__20260907,5,classification,random_forest,current,20260907,P13,0.3265704931450788
fold5__classification__random_forest__current__20260907,5,classification,random_forest,current,20260907,P21,0.34637217863024317
fold5__classification__random_forest__current__20260907,5,classification,random_forest,current,20260907,P26,0.33904761904761904
fold5__classification__random_forest__current__20260907,5,classification,random_forest,current,20260907,P34,0.33921916592724044
fold5__classification__random_forest__current__20260907,5,classification,random_forest,current,20260907,P44,0.37484737484737485
fold5__regression__TCN__history__20260907,5,regression,TCN,history,20260907,P13,-1.0131509045387683
fold5__regression__TCN__history__20260907,5,regression,TCN,history,20260907,P21,-0.9871728982131698
fold5__regression__TCN__history__20260907,5,regression,TCN,history,20260907,P26,-1.0163800723486756
fold5__regression__TCN__history__20260907,5,regression,TCN,history,20260907,P34,-1.0156942819271064
fold5__regression__TCN__history__20260907,5,regression,TCN,history,20260907,P44,-1.0232475464035147
fold5__regression__TCN__history__20260908,5,regression,TCN,history,20260908,P13,-0.9958887410826909
fold5__regression__TCN__history__20260908,5,regression,TCN,history,20260908,P21,-0.9816178561798377
fold5__regression__TCN__history__20260908,5,regression,TCN,history,20260908,P26,-1.0171100743016372
fold5__regression__TCN__history__20260908,5,regression,TCN,history,20260908,P34,-1.0203923044268772
fold5__regression__TCN__history__20260908,5,regression,TCN,history,20260908,P44,-1.0136383468838872
fold5__regression__TCN__repeat_current__20260907,5,regression,TCN,repeat_current,20260907,P13,-1.0050032899021029
fold5__regression__TCN__repeat_current__20260907,5,regression,TCN,repeat_current,20260907,P21,-1.0021953010233544
fold5__regression__TCN__repeat_current__20260907,5,regression,TCN,repeat_current,20260907,P26,-1.0003631220469642
fold5__regression__TCN__repeat_current__20260907,5,regression,TCN,repeat_current,20260907,P34,-0.999439034860895
fold5__regression__TCN__repeat_current__20260907,5,regression,TCN,repeat_current,20260907,P44,-1.0043365750640278
fold5__regression__TCN__repeat_current__20260908,5,regression,TCN,repeat_current,20260908,P13,-0.9996901567638481
fold5__regression__TCN__repeat_current__20260908,5,regression,TCN,repeat_current,20260908,P21,-0.9950093692508474
fold5__regression__TCN__repeat_current__20260908,5,regression,TCN,repeat_current,20260908,P26,-1.0002615859008293
fold5__regression__TCN__repeat_current__20260908,5,regression,TCN,repeat_current,20260908,P34,-1.0050838452900717
fold5__regression__TCN__repeat_current__20260908,5,regression,TCN,repeat_current,20260908,P44,-1.0073774868285623
fold5__regression__LSTM__history__20260907,5,regression,LSTM,history,20260907,P13,-1.0076898726349204
fold5__regression__LSTM__history__20260907,5,regression,LSTM,history,20260907,P21,-1.0221131815278655
fold5__regression__LSTM__history__20260907,5,regression,LSTM,history,20260907,P26,-0.9992848295905904
fold5__regression__LSTM__history__20260907,5,regression,LSTM,history,20260907,P34,-1.030242995325402
fold5__regression__LSTM__history__20260907,5,regression,LSTM,history,20260907,P44,-1.017416603441027
fold5__regression__LSTM__history__20260908,5,regression,LSTM,history,20260908,P13,-1.0024687239314793
fold5__regression__LSTM__history__20260908,5,regression,LSTM,history,20260908,P21,-0.9993568995660257
fold5__regression__LSTM__history__20260908,5,regression,LSTM,history,20260908,P26,-0.9974057809728648
fold5__regression__LSTM__history__20260908,5,regression,LSTM,history,20260908,P34,-1.017034972805701
fold5__regression__LSTM__history__20260908,5,regression,LSTM,history,20260908,P44,-1.0166305496422612
fold5__regression__LSTM__repeat_current__20260907,5,regression,LSTM,repeat_current,20260907,P13,-0.9981420892654653
fold5__regression__LSTM__repeat_current__20260907,5,regression,LSTM,repeat_current,20260907,P21,-0.9983471182204836
fold5__regression__LSTM__repeat_current__20260907,5,regression,LSTM,repeat_current,20260907,P26,-1.0013602765437801
fold5__regression__LSTM__repeat_current__20260907,5,regression,LSTM,repeat_current,20260907,P34,-1.0028159204911993
fold5__regression__LSTM__repeat_current__20260907,5,regression,LSTM,repeat_current,20260907,P44,-1.0025182735127864
fold5__regression__LSTM__repeat_current__20260908,5,regression,LSTM,repeat_current,20260908,P13,-1.004319853295551
fold5__regression__LSTM__repeat_current__20260908,5,regression,LSTM,repeat_current,20260908,P21,-1.0011488141250648
fold5__regression__LSTM__repeat_current__20260908,5,regression,LSTM,repeat_current,20260908,P26,-0.999830764843787
fold5__regression__LSTM__repeat_current__20260908,5,regression,LSTM,repeat_current,20260908,P34,-1.0027980889397814
fold5__regression__LSTM__repeat_current__20260908,5,regression,LSTM,repeat_current,20260908,P44,-1.0023989231147494
fold5__regression__BiLSTM__history__20260907,5,regression,BiLSTM,history,20260907,P13,-0.9997055695932775
fold5__regression__BiLSTM__history__20260907,5,regression,BiLSTM,history,20260907,P21,-0.9937072977705549
fold5__regression__BiLSTM__history__20260907,5,regression,BiLSTM,history,20260907,P26,-1.003450483572325
fold5__regression__BiLSTM__history__20260907,5,regression,BiLSTM,history,20260907,P34,-1.0110869703069156
fold5__regression__BiLSTM__history__20260907,5,regression,BiLSTM,history,20260907,P44,-1.0215739700324045
fold5__regression__BiLSTM__history__20260908,5,regression,BiLSTM,history,20260908,P13,-0.9826343206019799
fold5__regression__BiLSTM__history__20260908,5,regression,BiLSTM,history,20260908,P21,-0.9861036100181905
fold5__regression__BiLSTM__history__20260908,5,regression,BiLSTM,history,20260908,P26,-1.0105692941208213
fold5__regression__BiLSTM__history__20260908,5,regression,BiLSTM,history,20260908,P34,-1.0161918447700644
fold5__regression__BiLSTM__history__20260908,5,regression,BiLSTM,history,20260908,P44,-1.0231393988932385
fold5__regression__BiLSTM__repeat_current__20260907,5,regression,BiLSTM,repeat_current,20260907,P13,-1.001282535708544
fold5__regression__BiLSTM__repeat_current__20260907,5,regression,BiLSTM,repeat_current,20260907,P21,-1.0027731874815882
fold5__regression__BiLSTM__repeat_current__20260907,5,regression,BiLSTM,repeat_current,20260907,P26,-1.0003667227531723
fold5__regression__BiLSTM__repeat_current__20260907,5,regression,BiLSTM,repeat_current,20260907,P34,-1.0046416655234005
fold5__regression__BiLSTM__repeat_current__20260907,5,regression,BiLSTM,repeat_current,20260907,P44,-1.001968985912882
fold5__regression__BiLSTM__repeat_current__20260908,5,regression,BiLSTM,repeat_current,20260908,P13,-0.992941805470012
fold5__regression__BiLSTM__repeat_current__20260908,5,regression,BiLSTM,repeat_current,20260908,P21,-1.0001165926109143
fold5__regression__BiLSTM__repeat_current__20260908,5,regression,BiLSTM,repeat_current,20260908,P26,-0.9997504560979732
fold5__regression__BiLSTM__repeat_current__20260908,5,regression,BiLSTM,repeat_current,20260908,P34,-1.005297567417066
fold5__regression__BiLSTM__repeat_current__20260908,5,regression,BiLSTM,repeat_current,20260908,P44,-1.0001284055292703
fold5__regression__MLP_current__current__20260907,5,regression,MLP_current,current,20260907,P13,-0.996379493932979
fold5__regression__MLP_current__current__20260907,5,regression,MLP_current,current,20260907,P21,-0.9977788540379112
fold5__regression__MLP_current__current__20260907,5,regression,MLP_current,current,20260907,P26,-0.9987690453838541
fold5__regression__MLP_current__current__20260907,5,regression,MLP_current,current,20260907,P34,-0.9999496221594849
fold5__regression__MLP_current__current__20260907,5,regression,MLP_current,current,20260907,P44,-1.0049935977908153
fold5__regression__MLP_current__current__20260908,5,regression,MLP_current,current,20260908,P13,-0.9940233945908316
fold5__regression__MLP_current__current__20260908,5,regression,MLP_current,current,20260908,P21,-0.9965012689147845
fold5__regression__MLP_current__current__20260908,5,regression,MLP_current,current,20260908,P26,-1.003898384973716
fold5__regression__MLP_current__current__20260908,5,regression,MLP_current,current,20260908,P34,-1.0024850079147276
