fold,task,kind,model,subset,n_features,participant,score
3,arousal_primary_6s,regression,random_forest,Pupil,6,P9,-1.0501939789638586
3,arousal_primary_6s,regression,random_forest,Eye_Pupil,16,P20,-1.0074157080863584
3,arousal_primary_6s,regression,random_forest,Eye_Pupil,16,P3,-1.0582352872405725
3,arousal_primary_6s,regression,random_forest,Eye_Pupil,16,P33,-1.028701688010965
3,arousal_primary_6s,regression,random_forest,Eye_Pupil,16,P4,-1.0313064589521075
3,arousal_primary_6s,regression,random_forest,Eye_Pupil,16,P9,-1.0445613274421253
3,arousal_primary_6s,regression,random_forest,Pupil_no_quality,5,P20,-1.0342017047972922
3,arousal_primary_6s,regression,random_forest,Pupil_no_quality,5,P3,-1.0415157058662181
3,arousal_primary_6s,regression,random_forest,Pupil_no_quality,5,P33,-1.0721412162558481
3,arousal_primary_6s,regression,random_forest,Pupil_no_quality,5,P4,-1.002824186193587
3,arousal_primary_6s,regression,random_forest,Pupil_no_quality,5,P9,-1.0392816448584683
3,arousal_primary_6s,regression,random_forest,Eye_Pupil_no_quality,15,P20,-1.004553852158181
3,arousal_primary_6s,regression,random_forest,Eye_Pupil_no_quality,15,P3,-1.057214330179276
3,arousal_primary_6s,regression,random_forest,Eye_Pupil_no_quality,15,P33,-1.0128073415994236
3,arousal_primary_6s,regression,random_forest,Eye_Pupil_no_quality,15,P4,-1.0219194124578563
3,arousal_primary_6s,regression,random_forest,Eye_Pupil_no_quality,15,P9,-1.0379120123661927
4,attention_primary,classification,dummy,full,18,P13,0.3333333333333333
4,attention_primary,classification,dummy,full,18,P21,0.3333333333333333
4,attention_primary,classification,dummy,full,18,P26,0.3333333333333333
4,attention_primary,classification,dummy,full,18,P34,0.3333333333333333
4,attention_primary,classification,dummy,full,18,P44,0.3333333333333333
4,attention_primary,classification,logistic,full,18,P13,0.33360957642725597
4,attention_primary,classification,logistic,full,18,P21,0.3193160902838322
4,attention_primary,classification,logistic,full,18,P26,0.34857142857142853
4,attention_primary,classification,logistic,full,18,P34,0.31520306321009356
4,attention_primary,classification,logistic,full,18,P44,0.32130346884445243
4,attention_primary,classification,logistic,EEG,9,P13,0.32075915694700224
4,attention_primary,classification,logistic,EEG,9,P21,0.32466337305046983
4,attention_primary,classification,logistic,EEG,9,P26,0.37714285714285717
4,attention_primary,classification,logistic,EEG,9,P34,0.3617893833825037
4,attention_primary,classification,logistic,EEG,9,P44,0.31761044056126025
4,attention_primary,classification,logistic,compact_no_noise,9,P13,0.3852772662164927
4,attention_primary,classification,logistic,compact_no_noise,9,P21,0.27810713939746196
4,attention_primary,classification,logistic,compact_no_noise,9,P26,0.32571428571428573
4,attention_primary,classification,logistic,compact_no_noise,9,P34,0.2816102776557236
4,attention_primary,classification,logistic,compact_no_noise,9,P44,0.32678796613222844
4,attention_primary,classification,random_forest,full,18,P13,0.324780028647432
4,attention_primary,classification,random_forest,full,18,P21,0.31949045820013566
4,attention_primary,classification,random_forest,full,18,P26,0.31428571428571433
4,attention_primary,classification,random_forest,full,18,P34,0.3840625196158433
4,attention_primary,classification,random_forest,full,18,P44,0.32004243479653316
4,attention_primary,classification,random_forest,EEG,9,P13,0.3504808676079394
4,attention_primary,classification,random_forest,EEG,9,P21,0.3518357066744164
4,attention_primary,classification,random_forest,EEG,9,P26,0.36000000000000004
4,attention_primary,classification,random_forest,EEG,9,P34,0.3542150524135334
4,attention_primary,classification,random_forest,EEG,9,P44,0.33240257010748814
4,attention_primary,classification,random_forest,compact_no_noise,9,P13,0.328463269899734
4,attention_primary,classification,random_forest,compact_no_noise,9,P21,0.28891795020827277
4,attention_primary,classification,random_forest,compact_no_noise,9,P26,0.33904761904761904
4,attention_primary,classification,random_forest,compact_no_noise,9,P34,0.36360973364300214
4,attention_primary,classification,random_forest,compact_no_noise,9,P44,0.3365459676935087
4,attention_primary,regression,dummy,full,18,P13,-1.000000005772306
4,attention_primary,regression,dummy,full,18,P21,-1.0000000007333572
4,attention_primary,regression,dummy,full,18,P26,-0.999999998926183
4,attention_primary,regression,dummy,full,18,P34,-0.9999999990160947
4,attention_primary,regression,dummy,full,18,P44,-0.9999999997341146
4,attention_primary,regression,ridge,full,18,P13,-0.9988430733917799
4,attention_primary,regression,ridge,full,18,P21,-1.0191879649171025
4,attention_primary,regression,ridge,full,18,P26,-1.0112418661640339
4,attention_primary,regression,ridge,full,18,P34,-1.025543532294412
4,attention_primary,regression,ridge,full,18,P44,-1.0042563396821071
4,attention_primary,regression,ridge,EEG,9,P13,-1.0014442611857222
4,attention_primary,regression,ridge,EEG,9,P21,-0.999379598878436
4,attention_primary,regression,ridge,EEG,9,P26,-0.9995253912616378
4,attention_primary,regression,ridge,EEG,9,P34,-1.005028325569278
4,attention_primary,regression,ridge,EEG,9,P44,-0.9979685020445594
4,attention_primary,regression,ridge,compact_no_noise,9,P13,-0.9984537996614583
4,attention_primary,regression,ridge,compact_no_noise,9,P21,-1.0176494142590016
4,attention_primary,regression,ridge,compact_no_noise,9,P26,-1.0078331847563127
4,attention_primary,regression,ridge,compact_no_noise,9,P34,-1.0250015466037898
4,attention_primary,regression,ridge,compact_no_noise,9,P44,-0.9954344596386288
4,attention_primary,regression,random_forest,full,18,P13,-1.0845174734825078
4,attention_primary,regression,random_forest,full,18,P21,-1.0337057737909696
4,attention_primary,regression,random_forest,full,18,P26,-1.0976814743869732
4,attention_primary,regression,random_forest,full,18,P34,-1.032187034195076
4,attention_primary,regression,random_forest,full,18,P44,-1.0580059271076714
4,attention_primary,regression,random_forest,EEG,9,P13,-1.021913512943209
4,attention_primary,regression,random_forest,EEG,9,P21,-1.0218101971186544
4,attention_primary,regression,random_forest,EEG,9,P26,-1.0490490414664306
4,attention_primary,regression,random_forest,EEG,9,P34,-1.0601001169511313
4,attention_primary,regression,random_forest,EEG,9,P44,-1.0371255776898234
4,attention_primary,regression,random_forest,compact_no_noise,9,P13,-1.0876736436137158
4,attention_primary,regression,random_forest,compact_no_noise,9,P21,-1.0734756014324456
4,attention_primary,regression,random_forest,compact_no_noise,9,P26,-1.0887216638748056
4,attention_primary,regression,random_forest,compact_no_noise,9,P34,-1.0140046575416317
4,attention_primary,regression,random_forest,compact_no_noise,9,P44,-1.0466757108667066
4,arousal_primary_6s,classification,dummy,full,25,P13,0.3333333333333333
4,arousal_primary_6s,classification,dummy,full,25,P21,0.3333333333333333
4,arousal_primary_6s,classification,dummy,full,25,P26,0.3333333333333333
4,arousal_primary_6s,classification,dummy,full,25,P34,0.5
4,arousal_primary_6s,classification,dummy,full,25,P44,0.3333333333333333
4,arousal_primary_6s,classification,logistic,full,25,P13,0.3193574790259873
4,arousal_primary_6s,classification,logistic,full,25,P21,0.3251186670541509
4,arousal_primary_6s,classification,logistic,full,25,P26,0.39999999999999997
4,arousal_primary_6s,classification,logistic,full,25,P34,0.40652173913043477
4,arousal_primary_6s,classification,logistic,full,25,P44,0.3824035709281611
4,arousal_primary_6s,classification,logistic,Pupil,6,P13,0.3803355842029876
4,arousal_primary_6s,classification,logistic,Pupil,6,P21,0.35033420517291486
4,arousal_primary_6s,classification,logistic,Pupil,6,P26,0.4266666666666667
4,arousal_primary_6s,classification,logistic,Pupil,6,P34,0.34933451641526175
4,arousal_primary_6s,classification,logistic,Pupil,6,P44,0.34534318140875514
4,arousal_primary_6s,classification,logistic,Eye_Pupil,16,P13,0.3413853079598936
4,arousal_primary_6s,classification,logistic,Eye_Pupil,16,P21,0.3107139397461978
4,arousal_primary_6s,classification,logistic,Eye_Pupil,16,P26,0.43238095238095237
4,arousal_primary_6s,classification,logistic,Eye_Pupil,16,P34,0.30354924578527065
4,arousal_primary_6s,classification,logistic,Eye_Pupil,16,P44,0.37665886026541767
4,arousal_primary_6s,classification,logistic,Pupil_no_quality,5,P13,0.3748004910988336
4,arousal_primary_6s,classification,logistic,Pupil_no_quality,5,P21,0.3413251961639059
4,arousal_primary_6s,classification,logistic,Pupil_no_quality,5,P26,0.43238095238095237
4,arousal_primary_6s,classification,logistic,Pupil_no_quality,5,P34,0.31672582076308786
4,arousal_primary_6s,classification,logistic,Pupil_no_quality,5,P44,0.3563321923977662
4,arousal_primary_6s,classification,logistic,Eye_Pupil_no_quality,15,P13,0.33952322488234093
4,arousal_primary_6s,classification,logistic,Eye_Pupil_no_quality,15,P21,0.2909619296716071
4,arousal_primary_6s,classification,logistic,Eye_Pupil_no_quality,15,P26,0.4228571428571428
4,arousal_primary_6s,classification,logistic,Eye_Pupil_no_quality,15,P34,0.30288376220053237
4,arousal_primary_6s,classification,logistic,Eye_Pupil_no_quality,15,P44,0.39311235212874557
4,arousal_primary_6s,classification,random_forest,full,25,P13,0.3428586044608144
4,arousal_primary_6s,classification,random_forest,full,25,P21,0.2854209047757435
4,arousal_primary_6s,classification,random_forest,full,25,P26,0.39809523809523806
4,arousal_primary_6s,classification,random_forest,full,25,P34,0.420053238686779
4,arousal_primary_6s,classification,random_forest,full,25,P44,0.3239656518345043
4,arousal_primary_6s,classification,random_forest,Pupil,6,P13,0.33388581952117863
4,arousal_primary_6s,classification,random_forest,Pupil,6,P21,0.35179695824857116
4,arousal_primary_6s,classification,random_forest,Pupil,6,P26,0.35047619047619055
4,arousal_primary_6s,classification,random_forest,Pupil,6,P34,0.41801242236024844
4,arousal_primary_6s,classification,random_forest,Pupil,6,P44,0.3510678756580396
4,arousal_primary_6s,classification,random_forest,Eye_Pupil,16,P13,0.35778596275833846
4,arousal_primary_6s,classification,random_forest,Eye_Pupil,16,P21,0.31048144919112663
4,arousal_primary_6s,classification,random_forest,Eye_Pupil,16,P26,0.37714285714285717
4,arousal_primary_6s,classification,random_forest,Eye_Pupil,16,P34,0.32870452528837624
4,arousal_primary_6s,classification,random_forest,Eye_Pupil,16,P44,0.3475549950959787
4,arousal_primary_6s,classification,random_forest,Pupil_no_quality,5,P13,0.3210865561694291
4,arousal_primary_6s,classification,random_forest,Pupil_no_quality,5,P21,0.36075753172527364
4,arousal_primary_6s,classification,random_forest,Pupil_no_quality,5,P26,0.32761904761904764
4,arousal_primary_6s,classification,random_forest,Pupil_no_quality,5,P34,0.35110913930789706
4,arousal_primary_6s,classification,random_forest,Pupil_no_quality,5,P44,0.36568986568986567
4,arousal_primary_6s,classification,random_forest,Eye_Pupil_no_quality,15,P13,0.36332105586249225
4,arousal_primary_6s,classification,random_forest,Eye_Pupil_no_quality,15,P21,0.31407536568826894
4,arousal_primary_6s,classification,random_forest,Eye_Pupil_no_quality,15,P26,0.3580952380952381
4,arousal_primary_6s,classification,random_forest,Eye_Pupil_no_quality,15,P34,0.3578970718722272
4,arousal_primary_6s,classification,random_forest,Eye_Pupil_no_quality,15,P44,0.33840749414519905
4,arousal_primary_6s,regression,dummy,full,25,P13,-0.9999999982697257
4,arousal_primary_6s,regression,dummy,full,25,P21,-1.0000000008049466
4,arousal_primary_6s,regression,dummy,full,25,P26,-1.0000000009269518
4,arousal_primary_6s,regression,dummy,full,25,P34,-0.9999999944736474
4,arousal_primary_6s,regression,dummy,full,25,P44,-0.9999999995705223
4,arousal_primary_6s,regression,ridge,full,25,P13,-1.0156917287839617
4,arousal_primary_6s,regression,ridge,full,25,P21,-1.0074821537041414
4,arousal_primary_6s,regression,ridge,full,25,P26,-1.0077190972148722
4,arousal_primary_6s,regression,ridge,full,25,P34,-0.9933779722041366
4,arousal_primary_6s,regression,ridge,full,25,P44,-0.9965187051710579
4,arousal_primary_6s,regression,ridge,Pupil,6,P13,-0.9982758926653849
4,arousal_primary_6s,regression,ridge,Pupil,6,P21,-1.0023131748534158
4,arousal_primary_6s,regression,ridge,Pupil,6,P26,-0.9973094423977978
4,arousal_primary_6s,regression,ridge,Pupil,6,P34,-0.9967440034875363
4,arousal_primary_6s,regression,ridge,Pupil,6,P44,-1.0003604521890204
4,arousal_primary_6s,regression,ridge,Eye_Pupil,16,P13,-1.005060485401353
4,arousal_primary_6s,regression,ridge,Eye_Pupil,16,P21,-1.003758147363701
4,arousal_primary_6s,regression,ridge,Eye_Pupil,16,P26,-0.9997747114664927
4,arousal_primary_6s,regression,ridge,Eye_Pupil,16,P34,-0.993107354480968
4,arousal_primary_6s,regression,ridge,Eye_Pupil,16,P44,-0.9992021536961943
4,arousal_primary_6s,regression,ridge,Pupil_no_quality,5,P13,-0.9988167287354209
4,arousal_primary_6s,regression,ridge,Pupil_no_quality,5,P21,-1.0002110835597808
4,arousal_primary_6s,regression,ridge,Pupil_no_quality,5,P26,-0.9932297968613211
4,arousal_primary_6s,regression,ridge,Pupil_no_quality,5,P34,-0.9957234272182961
4,arousal_primary_6s,regression,ridge,Pupil_no_quality,5,P44,-0.9999173449337807
4,arousal_primary_6s,regression,ridge,Eye_Pupil_no_quality,15,P13,-1.0065812097823696
4,arousal_primary_6s,regression,ridge,Eye_Pupil_no_quality,15,P21,-1.001401109216618
4,arousal_primary_6s,regression,ridge,Eye_Pupil_no_quality,15,P26,-0.9955341884151234
4,arousal_primary_6s,regression,ridge,Eye_Pupil_no_quality,15,P34,-0.9927234335118849
4,arousal_primary_6s,regression,ridge,Eye_Pupil_no_quality,15,P44,-0.9984328608703156
4,arousal_primary_6s,regression,random_forest,full,25,P13,-1.078424688634551
4,arousal_primary_6s,regression,random_forest,full,25,P21,-1.031431894048836
4,arousal_primary_6s,regression,random_forest,full,25,P26,-1.0419277927312236
4,arousal_primary_6s,regression,random_forest,full,25,P34,-1.0505654591208597
4,arousal_primary_6s,regression,random_forest,full,25,P44,-1.0563062429236545
4,arousal_primary_6s,regression,random_forest,Pupil,6,P13,-1.0535679504862903
4,arousal_primary_6s,regression,random_forest,Pupil,6,P21,-1.0238824071104464
4,arousal_primary_6s,regression,random_forest,Pupil,6,P26,-1.066163497925367
4,arousal_primary_6s,regression,random_forest,Pupil,6,P34,-1.015842898586636
4,arousal_primary_6s,regression,random_forest,Pupil,6,P44,-1.039507671680899
4,arousal_primary_6s,regression,random_forest,Eye_Pupil,16,P13,-1.040164274261777
4,arousal_primary_6s,regression,random_forest,Eye_Pupil,16,P21,-1.0096385283048697
4,arousal_primary_6s,regression,random_forest,Eye_Pupil,16,P26,-1.0607723805163878
4,arousal_primary_6s,regression,random_forest,Eye_Pupil,16,P34,-1.0094673397968572
4,arousal_primary_6s,regression,random_forest,Eye_Pupil,16,P44,-1.007746572783982
4,arousal_primary_6s,regression,random_forest,Pupil_no_quality,5,P13,-1.0640429560246698
4,arousal_primary_6s,regression,random_forest,Pupil_no_quality,5,P21,-1.0468813080416628
4,arousal_primary_6s,regression,random_forest,Pupil_no_quality,5,P26,-1.0698427388333818
4,arousal_primary_6s,regression,random_forest,Pupil_no_quality,5,P34,-1.0341959780993812
4,arousal_primary_6s,regression,random_forest,Pupil_no_quality,5,P44,-1.0365035867789787
4,arousal_primary_6s,regression,random_forest,Eye_Pupil_no_quality,15,P13,-1.046296842060031
4,arousal_primary_6s,regression,random_forest,Eye_Pupil_no_quality,15,P21,-1.010709286740645
4,arousal_primary_6s,regression,random_forest,Eye_Pupil_no_quality,15,P26,-1.0585700730260084
4,arousal_primary_6s,regression,random_forest,Eye_Pupil_no_quality,15,P34,-1.0135769236901264
4,arousal_primary_6s,regression,random_forest,Eye_Pupil_no_quality,15,P44,-1.008944036858695
