variant,participant,loss
drop_pupil_slope_z_s,P35,0.014814814814814836
drop_pupil_slope_z_s,P40,0.0020449897750511314
drop_pupil_slope_z_s,P18,-0.008492569002123307
drop_pupil_slope_z_s,P27,0.010808546292417176
drop_pupil_slope_z_s,P36,2.3204548091348975e-05
drop_pupil_slope_z_s,P46,-0.014030612244897878
drop_pupil_slope_z_s,P8,0.023976608187134485
drop_pupil_slope_z_s,P20,0.001424341941583307
drop_pupil_slope_z_s,P3,0.0020703933747411862
drop_pupil_slope_z_s,P33,0.005882352941176561
drop_pupil_slope_z_s,P4,-0.023965141612200397
drop_pupil_slope_z_s,P9,0.003921568627451022
drop_pupil_slope_z_s,P13,1.023122570081858e-05
drop_pupil_slope_z_s,P21,0.003574542284219717
drop_pupil_slope_z_s,P26,-0.003809523809523818
drop_pupil_slope_z_s,P34,-0.010869565217391353
drop_pupil_slope_z_s,P44,-0.0018315018315018805
drop_gaze_dispersion_x_px,P22,-0.0366312676435005
drop_gaze_dispersion_x_px,P24,0.026974951830443017
drop_gaze_dispersion_x_px,P30,-0.023577483376478414
drop_gaze_dispersion_x_px,P43,-0.01207995325642397
drop_gaze_dispersion_x_px,P48,-0.0016920473773266442
drop_gaze_dispersion_x_px,P12,-0.012917190336545203
drop_gaze_dispersion_x_px,P19,-0.010455974842767335
drop_gaze_dispersion_x_px,P2,-0.006266753604288855
drop_gaze_dispersion_x_px,P35,0.005555555555555536
drop_gaze_dispersion_x_px,P40,-0.004089979550102207
drop_gaze_dispersion_x_px,P18,-0.014861995753715496
drop_gaze_dispersion_x_px,P27,0.002150537634408589
drop_gaze_dispersion_x_px,P36,0.011787910430444248
drop_gaze_dispersion_x_px,P46,0.005102040816326481
drop_gaze_dispersion_x_px,P8,0.006371990582516862
drop_gaze_dispersion_x_px,P20,0.004279245658555975
drop_gaze_dispersion_x_px,P3,-0.0020703933747412973
drop_gaze_dispersion_x_px,P33,-0.005847953216374213
drop_gaze_dispersion_x_px,P4,-0.030501089324618674
drop_gaze_dispersion_x_px,P9,-0.01956197683751859
drop_gaze_dispersion_x_px,P13,0.018498056067116797
drop_gaze_dispersion_x_px,P21,0.010810810810810811
drop_gaze_dispersion_x_px,P26,0.0038095238095237627
drop_gaze_dispersion_x_px,P34,-0.004081632653061273
drop_gaze_dispersion_x_px,P44,0.0036429872495445936
drop_gaze_dispersion_y_px,P22,-0.011571895864139481
drop_gaze_dispersion_y_px,P24,0.015414258188824637
drop_gaze_dispersion_y_px,P30,-0.011776051977057
drop_gaze_dispersion_y_px,P43,-0.010558069381598867
drop_gaze_dispersion_y_px,P48,-0.0016920473773266442
drop_gaze_dispersion_y_px,P12,-0.006479541963412994
drop_gaze_dispersion_y_px,P19,-0.002109538784067111
drop_gaze_dispersion_y_px,P2,-0.026443526769542758
drop_gaze_dispersion_y_px,P35,-0.007407407407407474
drop_gaze_dispersion_y_px,P40,0.0
drop_gaze_dispersion_y_px,P18,0.008492569002123085
drop_gaze_dispersion_y_px,P27,0.008616115067727914
drop_gaze_dispersion_y_px,P36,-0.0018679661213599208
drop_gaze_dispersion_y_px,P46,0.014030612244897989
drop_gaze_dispersion_y_px,P8,0.00953140426824639
drop_gaze_dispersion_y_px,P20,-0.01151913220878742
drop_gaze_dispersion_y_px,P3,-0.0020703933747412973
drop_gaze_dispersion_y_px,P33,-0.009792454993693411
drop_gaze_dispersion_y_px,P4,0.002178649237472824
drop_gaze_dispersion_y_px,P9,2.2933149868231695e-05
drop_gaze_dispersion_y_px,P13,0.01103949253120523
drop_gaze_dispersion_y_px,P21,0.014346604669185303
drop_gaze_dispersion_y_px,P26,0.0038095238095237627
drop_gaze_dispersion_y_px,P34,0.0
drop_gaze_dispersion_y_px,P44,-0.012810504613783191
drop_gaze_dispersion_2d_px,P22,-0.017329838239906803
drop_gaze_dispersion_2d_px,P24,0.021194605009633827
drop_gaze_dispersion_2d_px,P30,-0.01516843476642471
drop_gaze_dispersion_2d_px,P43,-0.010564863506040079
drop_gaze_dispersion_2d_px,P48,-0.003384094754653233
drop_gaze_dispersion_2d_px,P12,-0.012903225806451701
drop_gaze_dispersion_2d_px,P19,-0.004219077568134222
drop_gaze_dispersion_2d_px,P2,-0.01716293559371146
drop_gaze_dispersion_2d_px,P35,0.007407407407407418
drop_gaze_dispersion_2d_px,P40,-0.004064732762755874
drop_gaze_dispersion_2d_px,P18,-0.008492569002123196
drop_gaze_dispersion_2d_px,P27,0.008644044127914974
drop_gaze_dispersion_2d_px,P36,0.003944773175542371
drop_gaze_dispersion_2d_px,P46,0.007653061224489832
drop_gaze_dispersion_2d_px,P8,0.014346472241209163
drop_gaze_dispersion_2d_px,P20,0.0057160272677515
drop_gaze_dispersion_2d_px,P3,0.0020703933747411307
drop_gaze_dispersion_2d_px,P33,-0.017612659098727224
