fold,inner,base_id,family,smoothing,low,high,candidate_id,score
1,2,current_rbf,rbf,1,-0.3,0.1,current_rbf_w1_l-0.3_h0.1,0.3460950726250448
1,2,current_rbf,rbf,1,-0.3,0.3,current_rbf_w1_l-0.3_h0.3,0.3410894289277403
1,2,current_rbf,rbf,1,-0.1,0.03,current_rbf_w1_l-0.1_h0.03,0.35966123744020584
1,2,current_rbf,rbf,1,-0.1,0.1,current_rbf_w1_l-0.1_h0.1,0.35524839004402614
1,2,current_rbf,rbf,1,-0.1,0.3,current_rbf_w1_l-0.1_h0.3,0.35024274634672165
1,2,current_rbf,rbf,1,-0.03,0.03,current_rbf_w1_l-0.03_h0.03,0.37335478213848017
1,2,current_rbf,rbf,1,-0.03,0.1,current_rbf_w1_l-0.03_h0.1,0.36894193474230064
1,2,current_rbf,rbf,1,-0.03,0.3,current_rbf_w1_l-0.03_h0.3,0.36393629104499603
1,2,current_rbf,rbf,16,-0.3,0.03,current_rbf_w16_l-0.3_h0.03,0.3437766181776478
1,2,current_rbf,rbf,16,-0.3,0.1,current_rbf_w16_l-0.3_h0.1,0.3458846086525678
1,2,current_rbf,rbf,16,-0.3,0.3,current_rbf_w16_l-0.3_h0.3,0.33805469823323425
1,2,current_rbf,rbf,16,-0.1,0.03,current_rbf_w16_l-0.1_h0.03,0.3482212575579284
1,2,current_rbf,rbf,16,-0.1,0.1,current_rbf_w16_l-0.1_h0.1,0.3503292480328484
