task,kind,subset,architecture,seed,split,reference_scope,baseline,baseline_subset,participant,gain
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,validation,full,logistic,full,P6,-0.039613241560144286
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,matched,logistic,Eye_Pupil_no_quality,P10,-0.009907895053266974
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,matched,logistic,Eye_Pupil_no_quality,P11,0.014492753623188415
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,matched,logistic,Eye_Pupil_no_quality,P15,0.04645247657295848
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,matched,logistic,Eye_Pupil_no_quality,P16,0.04703476482617591
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,matched,logistic,Eye_Pupil_no_quality,P37,0.01626764886433396
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,matched,logistic,Eye_Pupil_no_quality,P39,-0.027083333333333348
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,matched,logistic,Eye_Pupil_no_quality,P45,0.018274985488100193
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,matched,logistic,Eye_Pupil_no_quality,P5,0.01709401709401709
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,full,logistic,full,P10,-0.04783204674987376
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,full,logistic,full,P11,0.04554865424430643
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,full,logistic,full,P15,-0.007946939272240494
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,full,logistic,full,P16,0.04703476482617591
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,full,logistic,full,P37,0.16881522406384286
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,full,logistic,full,P39,0.06875000000000003
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,full,logistic,full,P45,0.05865809964170615
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,full,logistic,full,P5,-0.032051282051282104
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,matched,logistic,Eye_Pupil_no_quality,P23,0.02657004830917875
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,matched,logistic,Eye_Pupil_no_quality,P28,0.033798899570711693
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,matched,logistic,Eye_Pupil_no_quality,P31,-0.02735042735042731
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,matched,logistic,Eye_Pupil_no_quality,P32,0.013737092470124168
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,matched,logistic,Eye_Pupil_no_quality,P38,0.02654913524478747
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,matched,logistic,Eye_Pupil_no_quality,P41,-0.047400109469074914
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,matched,logistic,Eye_Pupil_no_quality,P47,0.02508756663834466
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,matched,logistic,Eye_Pupil_no_quality,P6,-0.043965912815470354
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,full,logistic,full,P23,-0.00724637681159418
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,full,logistic,full,P28,0.034373299473970664
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,full,logistic,full,P31,-0.025641025641025716
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,full,logistic,full,P32,-0.013679081099895574
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,full,logistic,full,P38,0.0319394775916515
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,full,logistic,full,P41,-0.013607006020799117
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,full,logistic,full,P47,0.05508826772827369
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,full,logistic,full,P6,-0.03660439200262211
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,matched,logistic,Eye_Pupil_no_quality,P10,0.004136305701849308
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,matched,logistic,Eye_Pupil_no_quality,P11,0.0020703933747412417
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,matched,logistic,Eye_Pupil_no_quality,P15,0.02016551052695631
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,matched,logistic,Eye_Pupil_no_quality,P16,0.01635991820040905
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,matched,logistic,Eye_Pupil_no_quality,P37,0.1109576427255985
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,matched,logistic,Eye_Pupil_no_quality,P39,-0.016666666666666663
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,matched,logistic,Eye_Pupil_no_quality,P45,0.030975399827858796
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,matched,logistic,Eye_Pupil_no_quality,P5,0.1217948717948718
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,full,logistic,full,P10,-0.03378784599475748
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,full,logistic,full,P11,0.03312629399585926
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,full,logistic,full,P15,-0.03423390531824266
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,full,logistic,full,P16,0.01635991820040905
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,full,logistic,full,P37,0.2635052179251074
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,full,logistic,full,P39,0.07916666666666672
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,full,logistic,full,P45,0.07135851398146476
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,full,logistic,full,P5,0.07264957264957261
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,matched,logistic,Eye_Pupil_no_quality,P23,-0.048309178743961345
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,matched,logistic,Eye_Pupil_no_quality,P28,0.027147953322449958
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,matched,logistic,Eye_Pupil_no_quality,P31,0.01025641025641022
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,matched,logistic,Eye_Pupil_no_quality,P32,0.023517809490660124
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,matched,logistic,Eye_Pupil_no_quality,P38,0.05430077169207603
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,matched,logistic,Eye_Pupil_no_quality,P41,0.025221674876847344
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,matched,logistic,Eye_Pupil_no_quality,P47,0.02579150395432439
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,matched,logistic,Eye_Pupil_no_quality,P6,-0.03948213700426095
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,full,logistic,full,P23,-0.08212560386473428
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,full,logistic,full,P28,0.02772235322570893
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,full,logistic,full,P31,0.011965811965811812
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,full,logistic,full,P32,-0.0038983640793596175
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,full,logistic,full,P38,0.05969111403894006
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,full,logistic,full,P41,0.05901477832512314
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,full,logistic,full,P47,0.05579220504425342
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,full,logistic,full,P6,-0.03212061619141271
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,matched,logistic,Eye_Pupil_no_quality,P10,-0.010064208931534507
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,matched,logistic,Eye_Pupil_no_quality,P11,0.03105590062111807
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,matched,logistic,Eye_Pupil_no_quality,P15,0.030522088353413634
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,matched,logistic,Eye_Pupil_no_quality,P16,-0.018404907975460072
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,matched,logistic,Eye_Pupil_no_quality,P37,0.036832412523020275
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,matched,logistic,Eye_Pupil_no_quality,P39,-0.006250000000000033
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,matched,logistic,Eye_Pupil_no_quality,P45,0.018074821353509796
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,matched,logistic,Eye_Pupil_no_quality,P5,0.10470085470085472
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,full,logistic,full,P10,-0.0479883606281413
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,full,logistic,full,P11,0.06211180124223609
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,full,logistic,full,P15,-0.02387732749178534
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,full,logistic,full,P16,-0.018404907975460072
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,full,logistic,full,P37,0.18937998772252918
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,full,logistic,full,P39,0.08958333333333335
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,full,logistic,full,P45,0.058457935507115755
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,full,logistic,full,P5,0.055555555555555525
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,validation,matched,logistic,Eye_Pupil_no_quality,P23,0.03864734299516909
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,validation,matched,logistic,Eye_Pupil_no_quality,P28,0.0247294274139912
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,validation,matched,logistic,Eye_Pupil_no_quality,P31,0.006837606837606924
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,validation,matched,logistic,Eye_Pupil_no_quality,P32,-0.00591715976331364
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,validation,matched,logistic,Eye_Pupil_no_quality,P38,0.0053798858146684725
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,validation,matched,logistic,Eye_Pupil_no_quality,P41,0.0018281335522715159
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,validation,matched,logistic,Eye_Pupil_no_quality,P47,0.013884617808544775
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,validation,matched,logistic,Eye_Pupil_no_quality,P6,0.028115372009177353
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,validation,full,logistic,full,P23,0.004830917874396157
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,validation,full,logistic,full,P28,0.02530382731725017
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,validation,full,logistic,full,P31,0.008547008547008517
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,validation,full,logistic,full,P32,-0.03333333333333338
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,validation,full,logistic,full,P38,0.010770228161532502
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,validation,full,logistic,full,P41,0.03562123700054731
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,validation,full,logistic,full,P47,0.0438853188984738
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,validation,full,logistic,full,P6,0.035476892822025596
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,test,matched,logistic,Eye_Pupil_no_quality,P10,0.006132313685881213
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,test,matched,logistic,Eye_Pupil_no_quality,P11,0.004140786749482428
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,test,matched,logistic,Eye_Pupil_no_quality,P15,0.04450529390288427
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,test,matched,logistic,Eye_Pupil_no_quality,P16,0.03885480572597144
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,test,matched,logistic,Eye_Pupil_no_quality,P37,0.19413750767341925
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,test,matched,logistic,Eye_Pupil_no_quality,P39,0.020833333333333315
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,test,matched,logistic,Eye_Pupil_no_quality,P45,0.025450869713164792
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,test,matched,logistic,Eye_Pupil_no_quality,P5,0.09829059829059833
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,test,full,logistic,full,P10,-0.031791838010725576
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,test,full,logistic,full,P11,0.035196687370600444
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,test,full,logistic,full,P15,-0.009894121942314704
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,test,full,logistic,full,P16,0.03885480572597144
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,test,full,logistic,full,P37,0.34668508287292815
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,test,full,logistic,full,P39,0.1166666666666667
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,test,full,logistic,full,P45,0.06583398386677075
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260907,test,full,logistic,full,P5,0.04914529914529914
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,validation,matched,logistic,Eye_Pupil_no_quality,P23,-0.041062801932367166
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,validation,matched,logistic,Eye_Pupil_no_quality,P28,-0.008933430074369697
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,validation,matched,logistic,Eye_Pupil_no_quality,P31,0.0410256410256411
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,validation,matched,logistic,Eye_Pupil_no_quality,P32,0.054983176702633696
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,validation,matched,logistic,Eye_Pupil_no_quality,P38,0.01712779973649542
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,validation,matched,logistic,Eye_Pupil_no_quality,P41,0.007837985769020284
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,validation,matched,logistic,Eye_Pupil_no_quality,P47,-0.02200087269244605
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,validation,matched,logistic,Eye_Pupil_no_quality,P6,-0.007066535562110843
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,validation,full,logistic,full,P23,-0.0748792270531401
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,validation,full,logistic,full,P28,-0.008359030171110726
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,validation,full,logistic,full,P31,0.042735042735042694
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,validation,full,logistic,full,P32,0.027567003132613954
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,validation,full,logistic,full,P38,0.02251814208335945
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,validation,full,logistic,full,P41,0.04163108921729608
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,validation,full,logistic,full,P47,0.007999828397482978
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,validation,full,logistic,full,P6,0.00029498525073740067
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,test,matched,logistic,Eye_Pupil_no_quality,P10,-0.04404444123800591
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,test,matched,logistic,Eye_Pupil_no_quality,P11,0.020703933747412084
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,test,matched,logistic,Eye_Pupil_no_quality,P15,0.04670804429840575
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,test,matched,logistic,Eye_Pupil_no_quality,P16,0.002044989775051187
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,test,matched,logistic,Eye_Pupil_no_quality,P37,0.1694290976058932
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,test,matched,logistic,Eye_Pupil_no_quality,P39,-0.00833333333333336
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,test,matched,logistic,Eye_Pupil_no_quality,P45,0.04561740627314398
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,test,matched,logistic,Eye_Pupil_no_quality,P5,0.04059829059829062
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,test,full,logistic,full,P10,-0.0819685929346127
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,test,full,logistic,full,P11,0.0517598343685301
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,test,full,logistic,full,P15,-0.007691371546793224
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,test,full,logistic,full,P16,0.002044989775051187
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,test,full,logistic,full,P37,0.3219766728054021
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,test,full,logistic,full,P39,0.08750000000000002
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,test,full,logistic,full,P45,0.08600052042674994
arousal_primary_6s,classification,Eye_Pupil_no_quality,BiLSTM,20260908,test,full,logistic,full,P5,-0.008547008547008572
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,validation,matched,ridge,Eye_Pupil_no_quality,P23,-0.005129822416845564
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,validation,matched,ridge,Eye_Pupil_no_quality,P28,-0.00599398588193456
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,validation,matched,ridge,Eye_Pupil_no_quality,P31,-0.011876026188740618
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,validation,matched,ridge,Eye_Pupil_no_quality,P32,-0.007154151462207992
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,validation,matched,ridge,Eye_Pupil_no_quality,P38,-0.0030825410173310752
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,validation,matched,ridge,Eye_Pupil_no_quality,P41,-0.008897277685952831
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,validation,matched,ridge,Eye_Pupil_no_quality,P47,-0.0005455513664176515
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,validation,matched,ridge,Eye_Pupil_no_quality,P6,-0.043615962831301314
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,validation,full,ridge,full,P23,-0.010857668099681805
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,validation,full,ridge,full,P28,-0.013645273654632528
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,validation,full,ridge,full,P31,-0.012568616928454679
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,validation,full,ridge,full,P32,-0.014809074482780238
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,validation,full,ridge,full,P38,-0.006385858764329622
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,validation,full,ridge,full,P41,0.014302752719739797
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,validation,full,ridge,full,P47,0.003073842189803333
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,validation,full,ridge,full,P6,-0.04442743556070594
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,test,matched,ridge,Eye_Pupil_no_quality,P10,-0.011971265942283482
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,test,matched,ridge,Eye_Pupil_no_quality,P11,-0.007330781268391262
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,test,matched,ridge,Eye_Pupil_no_quality,P15,-0.008721471295679573
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,test,matched,ridge,Eye_Pupil_no_quality,P16,-0.017817256766606504
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,test,matched,ridge,Eye_Pupil_no_quality,P37,-0.002076466693771706
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,test,matched,ridge,Eye_Pupil_no_quality,P39,-0.0005608411815778425
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,test,matched,ridge,Eye_Pupil_no_quality,P45,0.0023294286601824865
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,test,matched,ridge,Eye_Pupil_no_quality,P5,-0.008022706757005227
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,test,full,ridge,full,P10,-0.010146294524041144
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,test,full,ridge,full,P11,-0.006528979307722227
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,test,full,ridge,full,P15,0.004916155296671887
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,test,full,ridge,full,P16,-0.023117165194058265
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,test,full,ridge,full,P37,-0.0034407808539177465
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,test,full,ridge,full,P39,-0.003130881019609566
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,test,full,ridge,full,P45,9.262629443806958e-05
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260907,test,full,ridge,full,P5,-0.003998263674220959
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,validation,matched,ridge,Eye_Pupil_no_quality,P23,-0.003127384992997917
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,validation,matched,ridge,Eye_Pupil_no_quality,P28,-0.023701357974799553
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,validation,matched,ridge,Eye_Pupil_no_quality,P31,0.0006292342134290863
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,validation,matched,ridge,Eye_Pupil_no_quality,P32,-0.004401259955802317
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,validation,matched,ridge,Eye_Pupil_no_quality,P38,-0.006817394025416812
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,validation,matched,ridge,Eye_Pupil_no_quality,P41,-0.017125016177239716
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,validation,matched,ridge,Eye_Pupil_no_quality,P47,0.0012809492477114937
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,validation,matched,ridge,Eye_Pupil_no_quality,P6,-0.05301374631454525
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,validation,full,ridge,full,P23,-0.008855230675834158
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,validation,full,ridge,full,P28,-0.03135264574749752
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,validation,full,ridge,full,P31,-6.335652628497446e-05
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,validation,full,ridge,full,P32,-0.012056182976374563
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,validation,full,ridge,full,P38,-0.010120711772415358
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,validation,full,ridge,full,P41,0.006075014228452913
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,validation,full,ridge,full,P47,0.004900342803932478
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,validation,full,ridge,full,P6,-0.05382521904394988
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,test,matched,ridge,Eye_Pupil_no_quality,P10,-0.001555177586027412
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,test,matched,ridge,Eye_Pupil_no_quality,P11,-0.01895739195717161
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,test,matched,ridge,Eye_Pupil_no_quality,P15,-0.010715226057188554
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,test,matched,ridge,Eye_Pupil_no_quality,P16,-0.07876606279977494
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,test,matched,ridge,Eye_Pupil_no_quality,P37,-0.007951374525708266
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,test,matched,ridge,Eye_Pupil_no_quality,P39,-0.0026580791808676896
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,test,matched,ridge,Eye_Pupil_no_quality,P45,-9.534391873633474e-05
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,test,matched,ridge,Eye_Pupil_no_quality,P5,0.00973575673283944
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,test,full,ridge,full,P10,0.00026979383221492625
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,test,full,ridge,full,P11,-0.018155589996502575
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,test,full,ridge,full,P15,0.0029224005351629057
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,test,full,ridge,full,P16,-0.0840659712272267
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,test,full,ridge,full,P37,-0.009315688685854306
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,test,full,ridge,full,P39,-0.005228119018899413
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,test,full,ridge,full,P45,-0.0023321462844807517
arousal_primary_6s,regression,Eye_Pupil_no_quality,TCN,20260908,test,full,ridge,full,P5,0.013760199815623708
arousal_primary_6s,regression,Eye_Pupil_no_quality,LSTM,20260907,validation,matched,ridge,Eye_Pupil_no_quality,P23,0.0012380818046431319
arousal_primary_6s,regression,Eye_Pupil_no_quality,LSTM,20260907,validation,matched,ridge,Eye_Pupil_no_quality,P28,-0.00589311198846576
arousal_primary_6s,regression,Eye_Pupil_no_quality,LSTM,20260907,validation,matched,ridge,Eye_Pupil_no_quality,P31,0.0015976979232508182
