task,kind,subset,architecture,seed,split,feature,baseline,temporal_importance,temporal_low,temporal_high,baseline_importance,differential_importance,differential_low,differential_high,positive_participants,participants,gain_before,gain_after,repeats
arousal_primary_6s,classification,full,LSTM,20260907,test,fixation_total_ms,logistic,-0.005516634106380064,-0.017507416338515068,0.006067577833664051,-0.0068944341549371235,0.0013778000485570605,-0.011605530727382246,0.015981140195600752,4,8,0.03221655912654709,0.03083875907799003,5
arousal_primary_6s,classification,full,LSTM,20260907,test,fixation_mean_ms,logistic,0.0053032032849460765,-0.006142304251642897,0.0161262466565393,0.0004344081787568102,0.004868795106189266,-0.00912591890280313,0.01798996333244147,5,8,0.03221655912654709,0.027347764020357823,5
arousal_primary_6s,classification,full,LSTM,20260907,test,fixation_median_ms,logistic,-0.0055012553773514114,-0.01323160319434432,0.00021197845586202197,-0.0008473180807806095,-0.004653937296570802,-0.01281630733703904,0.0018072744197557829,3,8,0.03221655912654709,0.03687049642311789,5
arousal_primary_6s,classification,full,LSTM,20260907,test,saccade_count,logistic,-0.0020137841823898214,-0.007787392802384733,0.004169601811004388,-0.009246175317191714,0.007232391134801892,-0.00515148373885506,0.02215707672786711,4,8,0.03221655912654709,0.024984167991745198,5
arousal_primary_6s,classification,full,LSTM,20260907,test,saccade_mean_ms,logistic,-0.00017723328534373058,-0.010881729940835404,0.01047156412790632,-0.00746943899481995,0.00729220570947622,-0.004310090091902425,0.02075343983745529,4,8,0.03221655912654709,0.02492435341707087,5
arousal_primary_6s,classification,full,LSTM,20260907,test,pupil_both_valid_fraction,logistic,-0.0032352764581535863,-0.017941127234434077,0.00942094504403059,0.0019642921496039693,-0.005199568607757554,-0.02090669119381515,0.01034250156543648,2,8,0.03221655912654709,0.037416127734304645,5
arousal_primary_6s,classification,full,LSTM,20260907,test,pupil_mean_z,logistic,0.003283162592011328,-0.005516254097996321,0.012310191051204396,-0.0019497320254950263,0.005232894617506354,-0.0035400018487906594,0.017199772295449476,5,8,0.03221655912654709,0.026983664509040738,5
arousal_primary_6s,classification,full,LSTM,20260907,test,pupil_std_z,logistic,-0.0014693821592968192,-0.01552673140345319,0.015840648512978985,-0.011879538827121951,0.010410156667825132,-0.009802635912705426,0.0375819300278406,5,8,0.03221655912654709,0.02180640245872196,5
arousal_primary_6s,classification,full,LSTM,20260907,test,pupil_min_z,logistic,0.011911195532042713,0.0022638863451417647,0.026078134434553295,-0.008375514948675732,0.020286710480718444,0.010582950879416372,0.03302278819247476,8,8,0.03221655912654709,0.011929848645828646,5
arousal_primary_6s,classification,full,LSTM,20260907,test,pupil_max_z,logistic,0.0006021092703038203,-0.005120100780329134,0.006879881250418949,-0.006175730244735249,0.006777839515039069,-0.006199664562886958,0.02336787789435057,3,8,0.03221655912654709,0.025438719611508023,5
arousal_primary_6s,classification,full,LSTM,20260907,test,pupil_slope_z_s,logistic,0.0037260028825870997,-0.004995641964493909,0.010684868330063248,0.0034779513191049343,0.0002480515634821659,-0.0077348194070615385,0.008707946215874514,4,8,0.03221655912654709,0.03196850756306493,5
arousal_primary_6s,classification,full,LSTM,20260907,test,modalidad:EEG,logistic,0.0001538227893670978,-0.009395673678412961,0.009164362101603154,0.006726367022634835,-0.006572544233267735,-0.02196048313674023,0.007484753058675008,4,8,0.03221655912654709,0.03878910335981482,5
arousal_primary_6s,classification,full,LSTM,20260907,test,modalidad:Eye,logistic,-0.0014617671408237972,-0.020250115828880828,0.01795828311443786,-0.0067405728030198436,0.005278805662196048,-0.011715201615609417,0.019664817189824595,7,8,0.03221655912654709,0.026937753464351046,5
arousal_primary_6s,classification,full,LSTM,20260907,test,modalidad:Pupil,logistic,0.017606765503563628,-0.003172226683171874,0.04681145811584744,0.005215416411953689,0.012391349091609938,0.0004695965881899276,0.028042306024546028,5,8,0.03221655912654709,0.019825210034937153,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,gaze_dispersion_x_px,ridge,0.0015513086678040466,-0.000394560764252086,0.0036624330844341967,5.084168859989527e-06,0.0015462244989440572,-0.00036493631725074125,0.0036429140104590673,4,8,-0.005816750197239984,-0.00736297469618404,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,gaze_dispersion_y_px,ridge,5.7784272708996675e-05,-0.0006672201466079027,0.0008692895472174853,0.00029223368712360815,-0.0002344494144146114,-0.0012236504520837157,0.0006645088865849342,4,8,-0.005816750197239984,-0.005582300782825372,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,gaze_dispersion_2d_px,ridge,0.0006270166102657127,-0.00040686330340334025,0.0016644024206964203,0.00026783672772871526,0.0003591798825369974,-0.00022845966218842974,0.000926266160898221,6,8,-0.005816750197239984,-0.0061759300797769815,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,gaze_path_length_px,ridge,-0.00011949267240854992,-0.0026060540220726887,0.002320068576001187,0.0018754532034762127,-0.001994945875884763,-0.004479732004284004,0.0006094724857353787,3,8,-0.005816750197239984,-0.0038218043213552218,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_count,ridge,0.000317876084299426,-0.0009888295263317999,0.0013051486700982216,0.00021568408043800278,0.0001021920038614232,-0.0017400772329390502,0.0019338369725653449,5,8,-0.005816750197239984,-0.005918942201101407,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_total_ms,ridge,0.0010049190823782752,-0.0005191782940120139,0.002658072166352717,-0.000264124465667262,0.0012690435480455372,-0.000380932723027999,0.0031285615785460012,4,8,-0.005816750197239984,-0.007085793745285522,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_mean_ms,ridge,0.0005792665521282992,-0.0002354171948722548,0.0015215035429008102,-0.00040690689397708817,0.0009861734461053874,-0.0005192775229099001,0.0026298208440077965,5,8,-0.005816750197239984,-0.00680292364334537,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_median_ms,ridge,0.000899648238016923,-0.00038610139139407754,0.002486896259781403,-2.2312391476694837e-05,0.0009219606294936178,-0.00041304265293295913,0.00258370471554726,5,8,-0.005816750197239984,-0.006738710826733602,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_count,ridge,0.0006168996281069371,-0.00121631148184774,0.0027961506419576262,0.0005726863402529147,4.421328785402239e-05,-0.0020290610262194723,0.002216644467121342,5,8,-0.005816750197239984,-0.005860963485094007,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_mean_ms,ridge,0.0014330317120607866,6.342550262626733e-05,0.003047626633741589,-2.5848483766882646e-05,0.001458880195827669,0.00022842328155335906,0.002876290307117841,6,8,-0.005816750197239984,-0.007275630393067653,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_both_valid_fraction,ridge,-0.0002999375420948941,-0.0011041753075920258,0.0005370586489031838,-6.74118195762463e-05,-0.00023252572251864786,-0.0009292336454606892,0.0005263951375615494,2,8,-0.005816750197239984,-0.005584224474721336,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_mean_z,ridge,-0.00022391949117945014,-0.0016047359199900173,0.001037681088290255,-0.00027020970218881446,4.629021100936443e-05,-0.0018270782731471035,0.0022002881273138772,5,8,-0.005816750197239984,-0.0058630404082493474,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_std_z,ridge,0.0010735952393382763,-3.529828863610708e-05,0.0021496021264407416,0.00491845852270705,-0.0038448632833687738,-0.007981842260754641,0.0006896399813070074,2,8,-0.005816750197239984,-0.001971886913871209,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_min_z,ridge,0.0005543142991576542,-0.0016818200530451532,0.003370538631905109,0.0025784569673134253,-0.0020241426681557708,-0.004197309662493512,0.00014033192000159224,2,8,-0.005816750197239984,-0.003792607529084213,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_max_z,ridge,-0.0013406404519620634,-0.0032466593227786474,0.0005200806244856637,0.013678471264490307,-0.015019111716452371,-0.021488750847710028,-0.007882706991026903,2,8,-0.005816750197239984,0.009202361519212388,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_slope_z_s,ridge,0.000865061270504905,-0.0006178757430801167,0.002426823823381094,-5.7672761287155805e-05,0.0009227340317920608,-0.0006911855311189089,0.0026793279274259637,5,8,-0.005816750197239984,-0.006739484229032045,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Eye,ridge,0.004768629662176605,0.0015570461997165494,0.008255289461041098,0.0009694773967383329,0.0037991522654382717,0.00014079308206584086,0.0072879784024540905,6,8,-0.005816750197239984,-0.009615902462678254,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Pupil,ridge,0.0012193607236763188,-0.0013785483209763283,0.0035882593885458044,0.0024662667622174146,-0.001246906038541096,-0.004666087858521618,0.002194380715763042,4,8,-0.005816750197239984,-0.004569844158698887,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_x_px,ridge,0.001092033809014578,-7.19922936333643e-05,0.0022562250850592445,-1.3642635960864348e-05,0.0011056764449754424,-3.608188108218945e-05,0.002243504747172094,5,8,-0.010685171464469234,-0.011790847909444678,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_y_px,ridge,-0.0007461764118917108,-0.0020495282481711916,0.00030127285740846866,0.0004254352277683449,-0.0011716116396600557,-0.0032342118923654514,0.00027536495176023296,3,8,-0.010685171464469234,-0.00951355982480918,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_2d_px,ridge,-0.0005244854060276694,-0.0012924810261814208,0.0001789779171656417,-7.693587116545394e-05,-0.00044754953486221555,-0.0009920309407214331,8.445504043970435e-05,3,8,-0.010685171464469234,-0.010237621929607017,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_path_length_px,ridge,9.383675534958824e-05,-0.002595236114633187,0.003400758666064553,0.0003448084413974844,-0.0002509716860478961,-0.0035536959114170325,0.003804789292144908,2,8,-0.010685171464469234,-0.010434199778421338,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_count,ridge,-0.0009288104816928155,-0.001988313081274329,0.0002862538449562554,0.0006908176985443715,-0.001619628180237187,-0.003678596216001557,0.0003341001523359865,3,8,-0.010685171464469234,-0.009065543284232046,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_total_ms,ridge,-0.0009803216536450887,-0.003921188010706428,0.0009461280000976618,-7.595486727984271e-05,-0.0009043667863652461,-0.0041549263353129395,0.0011927450047239207,5,8,-0.010685171464469234,-0.00978080467810399,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_mean_ms,ridge,-0.0008577386954117417,-0.0016678456426005759,-8.916978916082385e-05,0.0016981843038860857,-0.0025559229992978276,-0.007183425396328066,0.00019558997319402371,2,8,-0.010685171464469234,-0.008129248465171407,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_median_ms,ridge,-0.0004906346673713396,-0.0012172192491372274,0.00018262934493493482,1.5342787956074134e-05,-0.0005059774553274138,-0.0013707349644375786,0.0002851173516918621,4,8,-0.010685171464469234,-0.01017919400914182,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_count,ridge,0.0008127188263271828,-0.0006880995902264736,0.0019941786171142756,-0.00034118677401234754,0.0011539056003395302,9.778656238035974e-05,0.002042459925113793,7,8,-0.010685171464469234,-0.011839077064808764,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_mean_ms,ridge,0.0001831694557571428,-0.0016784805350798172,0.0020982729108421343,0.0030069499440848833,-0.00282378048832774,-0.0072794936173494786,0.00028555456358701813,2,8,-0.010685171464469234,-0.007861390976141493,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,pupil_both_valid_fraction,ridge,7.360944265668307e-05,-0.0013824986581095187,0.0011617481087005136,8.805975030607427e-05,-1.4450307649391286e-05,-0.001442170625455219,0.0010994595782614044,6,8,-0.010685171464469234,-0.010670721156819841,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,pupil_mean_z,ridge,0.0002631668365492779,-0.0009286187738497055,0.0014886758456083672,0.0008415598936245218,-0.0005783930570752438,-0.0027817691796944784,0.0018766143463480691,3,8,-0.010685171464469234,-0.01010677840739399,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,pupil_std_z,ridge,-0.0002158912988171834,-0.0019963630613272308,0.001109701176445634,0.0033195020935040233,-0.003535393392321207,-0.008034689287203581,0.00012017268554239455,1,8,-0.010685171464469234,-0.007149778072148027,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,pupil_min_z,ridge,0.0005344388724837057,-0.00031290973614518886,0.001330584664200241,0.0036808274763531013,-0.0031463886038693963,-0.006419275557579383,-0.0004267832408220733,1,8,-0.010685171464469234,-0.00753878286059984,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,pupil_max_z,ridge,0.00025521123308486487,-0.001413084168998014,0.0016588608264957057,0.007217602898829132,-0.006962391665744267,-0.010268540237737106,-0.0036393097281666787,0,8,-0.010685171464469234,-0.0037227797987249662,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,pupil_slope_z_s,ridge,-0.00021889046842099303,-0.0012671164521288196,0.0007218978573146125,-5.503346338112945e-05,-0.0001638570050398635,-0.0012432999039089614,0.0007881171248794506,4,8,-0.010685171464469234,-0.010521314459429372,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,modalidad:Eye,ridge,-0.0006937738344568369,-0.003676139421594399,0.0022284911494022145,0.0030306160379033444,-0.0037243898723601817,-0.01159064995417191,0.0019013946963096161,4,8,-0.010685171464469234,-0.006960781592109054,5
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,modalidad:Pupil,ridge,0.0008057212607995439,-0.0024510218131625133,0.0038813168938869867,0.00011434716775803315,0.0006913740930415108,-0.002121864723015692,0.0032677022492125997,5,8,-0.010685171464469234,-0.011376545557510744,5
arousal_primary_6s,regression,full,BiLSTM,20260907,validation,eeg_rms_uv,ridge,0.0008307986863199641,-0.00019753254772094056,0.001825475170709948,0.000312818775134674,0.00051797991118529,-0.0008884208732423365,0.0020534341113931944,5,8,-0.00036338747331014776,-0.0008813673844954371,5
arousal_primary_6s,regression,full,BiLSTM,20260907,validation,eeg_std_uv,ridge,-0.0001063304236842644,-0.0007549399135811107,0.00046289569586771594,0.0025398781779739977,-0.002646208601658262,-0.005094182952122493,-0.000642000368982648,1,8,-0.00036338747331014776,0.0022828211283481142,5
arousal_primary_6s,regression,full,BiLSTM,20260907,validation,eeg_peak_to_peak_uv,ridge,-7.96184615606987e-05,-0.0010797555236032785,0.000786046944353365,3.345805363355324e-05,-0.00011307651519425195,-0.000834803456071558,0.0006629290986696515,3,8,-0.00036338747331014776,-0.0002503109581158962,5
arousal_primary_6s,regression,full,BiLSTM,20260907,validation,eeg_delta_relative,ridge,0.0009096822818428745,-0.00036533656732825356,0.002267262066948348,0.003196516808522812,-0.0022868345266799373,-0.003471380600630728,-0.0007234269277010569,1,8,-0.00036338747331014776,0.0019234470533697895,5
