task,subset,kind,architecture,seed,epoch,train_loss,validation_macro_score
attention_primary,compact_no_noise,classification,LSTM,20260908,4,1.0968625592043046,0.3253347458730512
attention_primary,compact_no_noise,classification,LSTM,20260908,5,1.0965377681179886,0.326058708003
attention_primary,compact_no_noise,classification,LSTM,20260908,6,1.0957046361126093,0.32221989206253165
attention_primary,compact_no_noise,classification,LSTM,20260908,7,1.0940387049781892,0.3290911564775816
attention_primary,compact_no_noise,classification,LSTM,20260908,8,1.093769740226247,0.3285736516001146
attention_primary,compact_no_noise,classification,BiLSTM,20260907,1,1.1006361618087124,0.33319042824147216
attention_primary,compact_no_noise,classification,BiLSTM,20260907,2,1.0975619732928115,0.3425577159135722
attention_primary,compact_no_noise,classification,BiLSTM,20260907,3,1.0970462906540446,0.3414392745086819
attention_primary,compact_no_noise,classification,BiLSTM,20260907,4,1.096170148811408,0.3418174901869667
attention_primary,compact_no_noise,classification,BiLSTM,20260907,5,1.0949204532890693,0.3382199673983831
attention_primary,compact_no_noise,classification,BiLSTM,20260907,6,1.0933357311120155,0.3410748510500976
attention_primary,compact_no_noise,classification,BiLSTM,20260907,7,1.0930327519056042,0.33446792599442376
attention_primary,compact_no_noise,classification,BiLSTM,20260907,8,1.0912452104774957,0.32494436843941
attention_primary,compact_no_noise,classification,BiLSTM,20260908,1,1.1004927498248511,0.3318712341463504
attention_primary,compact_no_noise,classification,BiLSTM,20260908,2,1.0981881252515602,0.3268670167112575
