fold,inner,base_id,family,representation,smoothing,candidate_id,score
4,1,relative_m4,trees,relative,1,relative_m4_s1,0.33480171748471116
4,1,relative_m4,trees,relative,8,relative_m4_s8,0.3423351881480428
4,1,relative_m4,trees,relative,32,relative_m4_s32,0.340349018893061
4,1,relative_m5,trees,relative,1,relative_m5_s1,0.33869049454946226
4,1,relative_m5,trees,relative,8,relative_m5_s8,0.33686650681206065
4,1,relative_m5,trees,relative,32,relative_m5_s32,0.332270798415768
4,2,current_m0,ridge,current,1,current_m0_s1,0.3437452379139936
4,2,current_m0,ridge,current,8,current_m0_s8,0.33397972054834335
4,2,current_m0,ridge,current,32,current_m0_s32,0.32292957943486544
4,2,current_m1,ridge,current,1,current_m1_s1,0.3520967747370297
4,2,current_m1,ridge,current,8,current_m1_s8,0.34591890048744484
4,2,current_m1,ridge,current,32,current_m1_s32,0.33952915613258033
4,2,current_m2,rbf,current,1,current_m2_s1,0.3507984212093583
4,2,current_m2,rbf,current,8,current_m2_s8,0.3458239277525132
4,2,current_m2,rbf,current,32,current_m2_s32,0.33222246764411417
4,2,current_m3,rbf,current,1,current_m3_s1,0.3594387179880671
4,2,current_m3,rbf,current,8,current_m3_s8,0.3563494288711402
4,2,current_m3,rbf,current,32,current_m3_s32,0.3511556949604642
4,2,current_m4,trees,current,1,current_m4_s1,0.3702925584697504
4,2,current_m4,trees,current,8,current_m4_s8,0.3805028711555748
4,2,current_m4,trees,current,32,current_m4_s32,0.3809972230569039
4,2,current_m5,trees,current,1,current_m5_s1,0.38113049323133585
4,2,current_m5,trees,current,8,current_m5_s8,0.38189164681770316
4,2,current_m5,trees,current,32,current_m5_s32,0.3817357962753646
4,2,multiscale_m0,ridge,multiscale,1,multiscale_m0_s1,0.35064032481341667
4,2,multiscale_m0,ridge,multiscale,8,multiscale_m0_s8,0.3532034459927148
4,2,multiscale_m0,ridge,multiscale,32,multiscale_m0_s32,0.34618124226588975
4,2,multiscale_m1,ridge,multiscale,1,multiscale_m1_s1,0.3550565632302978
4,2,multiscale_m1,ridge,multiscale,8,multiscale_m1_s8,0.35260725866264275
4,2,multiscale_m1,ridge,multiscale,32,multiscale_m1_s32,0.3441517055243353
4,2,multiscale_m2,rbf,multiscale,1,multiscale_m2_s1,0.35841517404400014
4,2,multiscale_m2,rbf,multiscale,8,multiscale_m2_s8,0.3585404881872209
4,2,multiscale_m2,rbf,multiscale,32,multiscale_m2_s32,0.3577621157482187
4,2,multiscale_m3,rbf,multiscale,1,multiscale_m3_s1,0.37497822820173005
4,2,multiscale_m3,rbf,multiscale,8,multiscale_m3_s8,0.3512678425050812
4,2,multiscale_m3,rbf,multiscale,32,multiscale_m3_s32,0.35139176156437657
4,2,multiscale_m4,trees,multiscale,1,multiscale_m4_s1,0.3600042437926303
4,2,multiscale_m4,trees,multiscale,8,multiscale_m4_s8,0.3500354261329821
4,2,multiscale_m4,trees,multiscale,32,multiscale_m4_s32,0.344353966847333
4,2,multiscale_m5,trees,multiscale,1,multiscale_m5_s1,0.37562426428158596
4,2,multiscale_m5,trees,multiscale,8,multiscale_m5_s8,0.36832508777484124
4,2,multiscale_m5,trees,multiscale,32,multiscale_m5_s32,0.36286943984002723
4,2,delayed4_m0,ridge,delayed4,1,delayed4_m0_s1,0.35935005183829577
4,2,delayed4_m0,ridge,delayed4,8,delayed4_m0_s8,0.3583041480928142
4,2,delayed4_m0,ridge,delayed4,32,delayed4_m0_s32,0.35501181974338103
4,2,delayed4_m1,ridge,delayed4,1,delayed4_m1_s1,0.3566720707495968
4,2,delayed4_m1,ridge,delayed4,8,delayed4_m1_s8,0.35656373583913936
4,2,delayed4_m1,ridge,delayed4,32,delayed4_m1_s32,0.35817817856294926
4,2,delayed4_m2,rbf,delayed4,1,delayed4_m2_s1,0.34977130281265983
4,2,delayed4_m2,rbf,delayed4,8,delayed4_m2_s8,0.3505864438726376
4,2,delayed4_m2,rbf,delayed4,32,delayed4_m2_s32,0.34595591098170747
4,2,delayed4_m3,rbf,delayed4,1,delayed4_m3_s1,0.35855480476214524
4,2,delayed4_m3,rbf,delayed4,8,delayed4_m3_s8,0.35154846001572804
4,2,delayed4_m3,rbf,delayed4,32,delayed4_m3_s32,0.34712519857664914
4,2,delayed4_m4,trees,delayed4,1,delayed4_m4_s1,0.38161038674378694
4,2,delayed4_m4,trees,delayed4,8,delayed4_m4_s8,0.3705083066481963
4,2,delayed4_m4,trees,delayed4,32,delayed4_m4_s32,0.3683077722598644
4,2,delayed4_m5,trees,delayed4,1,delayed4_m5_s1,0.37531250371805625
4,2,delayed4_m5,trees,delayed4,8,delayed4_m5_s8,0.3618522209847664
4,2,delayed4_m5,trees,delayed4,32,delayed4_m5_s32,0.35484816021907656
4,2,relative_m0,ridge,relative,1,relative_m0_s1,0.36928074785606174
4,2,relative_m0,ridge,relative,8,relative_m0_s8,0.36443066324881535
4,2,relative_m0,ridge,relative,32,relative_m0_s32,0.3644518138996068
4,2,relative_m1,ridge,relative,1,relative_m1_s1,0.3642912509689385
4,2,relative_m1,ridge,relative,8,relative_m1_s8,0.35956374629430765
4,2,relative_m1,ridge,relative,32,relative_m1_s32,0.36227389108452424
4,2,relative_m2,rbf,relative,1,relative_m2_s1,0.374798548657323
4,2,relative_m2,rbf,relative,8,relative_m2_s8,0.37381685320497776
4,2,relative_m2,rbf,relative,32,relative_m2_s32,0.37809701624895736
4,2,relative_m3,rbf,relative,1,relative_m3_s1,0.3875214173771054
4,2,relative_m3,rbf,relative,8,relative_m3_s8,0.38588386752733045
4,2,relative_m3,rbf,relative,32,relative_m3_s32,0.3917777959732273
4,2,relative_m4,trees,relative,1,relative_m4_s1,0.3786607773265308
4,2,relative_m4,trees,relative,8,relative_m4_s8,0.3667244426816503
4,2,relative_m4,trees,relative,32,relative_m4_s32,0.36433537150019263
4,2,relative_m5,trees,relative,1,relative_m5_s1,0.3809497434334029
4,2,relative_m5,trees,relative,8,relative_m5_s8,0.3702259363877551
4,2,relative_m5,trees,relative,32,relative_m5_s32,0.37052152853334264
4,3,current_m0,ridge,current,1,current_m0_s1,0.3695207130364332
4,3,current_m0,ridge,current,8,current_m0_s8,0.41092866102788683
4,3,current_m0,ridge,current,32,current_m0_s32,0.41580930505961605
4,3,current_m1,ridge,current,1,current_m1_s1,0.36633707322261005
4,3,current_m1,ridge,current,8,current_m1_s8,0.4115272553050559
4,3,current_m1,ridge,current,32,current_m1_s32,0.4155849321130859
4,3,current_m2,rbf,current,1,current_m2_s1,0.3725211567211726
4,3,current_m2,rbf,current,8,current_m2_s8,0.40636173817929144
4,3,current_m2,rbf,current,32,current_m2_s32,0.41722194123910106
4,3,current_m3,rbf,current,1,current_m3_s1,0.36306720593889236
4,3,current_m3,rbf,current,8,current_m3_s8,0.40654741630440466
4,3,current_m3,rbf,current,32,current_m3_s32,0.4010677107801777
4,3,current_m4,trees,current,1,current_m4_s1,0.3632601030120757
4,3,current_m4,trees,current,8,current_m4_s8,0.3753992425075842
4,3,current_m4,trees,current,32,current_m4_s32,0.3744500004784325
4,3,current_m5,trees,current,1,current_m5_s1,0.3692509355407241
4,3,current_m5,trees,current,8,current_m5_s8,0.370238957275238
4,3,current_m5,trees,current,32,current_m5_s32,0.36571430667280247
4,3,multiscale_m0,ridge,multiscale,1,multiscale_m0_s1,0.41624230853135125
4,3,multiscale_m0,ridge,multiscale,8,multiscale_m0_s8,0.42657563425658573
4,3,multiscale_m0,ridge,multiscale,32,multiscale_m0_s32,0.4302796115293075
4,3,multiscale_m1,ridge,multiscale,1,multiscale_m1_s1,0.4044254741957448
4,3,multiscale_m1,ridge,multiscale,8,multiscale_m1_s8,0.41700511743001706
4,3,multiscale_m1,ridge,multiscale,32,multiscale_m1_s32,0.42925050124057196
4,3,multiscale_m2,rbf,multiscale,1,multiscale_m2_s1,0.41212261097293934
4,3,multiscale_m2,rbf,multiscale,8,multiscale_m2_s8,0.43143658246458266
4,3,multiscale_m2,rbf,multiscale,32,multiscale_m2_s32,0.44105375682174897
4,3,multiscale_m3,rbf,multiscale,1,multiscale_m3_s1,0.41553677400911304
4,3,multiscale_m3,rbf,multiscale,8,multiscale_m3_s8,0.42995860112591405
4,3,multiscale_m3,rbf,multiscale,32,multiscale_m3_s32,0.42904086330799857
4,3,multiscale_m4,trees,multiscale,1,multiscale_m4_s1,0.3833202671652655
4,3,multiscale_m4,trees,multiscale,8,multiscale_m4_s8,0.38521893303136207
4,3,multiscale_m4,trees,multiscale,32,multiscale_m4_s32,0.384341487139245
4,3,multiscale_m5,trees,multiscale,1,multiscale_m5_s1,0.40411705033529616
4,3,multiscale_m5,trees,multiscale,8,multiscale_m5_s8,0.40972006744265915
4,3,multiscale_m5,trees,multiscale,32,multiscale_m5_s32,0.4117697296528663
4,3,delayed4_m0,ridge,delayed4,1,delayed4_m0_s1,0.3963816143011865
4,3,delayed4_m0,ridge,delayed4,8,delayed4_m0_s8,0.4133395588921352
4,3,delayed4_m0,ridge,delayed4,32,delayed4_m0_s32,0.41672440556651513
4,3,delayed4_m1,ridge,delayed4,1,delayed4_m1_s1,0.4005445180486408
4,3,delayed4_m1,ridge,delayed4,8,delayed4_m1_s8,0.4107775576426419
4,3,delayed4_m1,ridge,delayed4,32,delayed4_m1_s32,0.41205552408029256
4,3,delayed4_m2,rbf,delayed4,1,delayed4_m2_s1,0.3958964300323494
4,3,delayed4_m2,rbf,delayed4,8,delayed4_m2_s8,0.4139849367734226
4,3,delayed4_m2,rbf,delayed4,32,delayed4_m2_s32,0.43819659728191246
4,3,delayed4_m3,rbf,delayed4,1,delayed4_m3_s1,0.38639618396742026
4,3,delayed4_m3,rbf,delayed4,8,delayed4_m3_s8,0.4062790957126016
4,3,delayed4_m3,rbf,delayed4,32,delayed4_m3_s32,0.4075816766632342
4,3,delayed4_m4,trees,delayed4,1,delayed4_m4_s1,0.38684551807612905
4,3,delayed4_m4,trees,delayed4,8,delayed4_m4_s8,0.39968088595349943
4,3,delayed4_m4,trees,delayed4,32,delayed4_m4_s32,0.40167800564182776
4,3,delayed4_m5,trees,delayed4,1,delayed4_m5_s1,0.38552347759559913
4,3,delayed4_m5,trees,delayed4,8,delayed4_m5_s8,0.4049518655937837
4,3,delayed4_m5,trees,delayed4,32,delayed4_m5_s32,0.40522641981465257
4,3,relative_m0,ridge,relative,1,relative_m0_s1,0.3916043150771576
4,3,relative_m0,ridge,relative,8,relative_m0_s8,0.3896608772588135
4,3,relative_m0,ridge,relative,32,relative_m0_s32,0.3938229148139817
4,3,relative_m1,ridge,relative,1,relative_m1_s1,0.38086550267360125
4,3,relative_m1,ridge,relative,8,relative_m1_s8,0.40205726287294363
4,3,relative_m1,ridge,relative,32,relative_m1_s32,0.40289995702757153
4,3,relative_m2,rbf,relative,1,relative_m2_s1,0.36381192286040365
4,3,relative_m2,rbf,relative,8,relative_m2_s8,0.3867787310861815
4,3,relative_m2,rbf,relative,32,relative_m2_s32,0.3942850678774287
4,3,relative_m3,rbf,relative,1,relative_m3_s1,0.37950827659417846
4,3,relative_m3,rbf,relative,8,relative_m3_s8,0.39490300526661903
4,3,relative_m3,rbf,relative,32,relative_m3_s32,0.3996302731174568
4,3,relative_m4,trees,relative,1,relative_m4_s1,0.3491831922077403
4,3,relative_m4,trees,relative,8,relative_m4_s8,0.36413670762522754
4,3,relative_m4,trees,relative,32,relative_m4_s32,0.37494583772642115
4,3,relative_m5,trees,relative,1,relative_m5_s1,0.36496271173259787
4,3,relative_m5,trees,relative,8,relative_m5_s8,0.3740821039319882
4,3,relative_m5,trees,relative,32,relative_m5_s32,0.3912998062924493
5,1,current_m0,ridge,current,1,current_m0_s1,0.3335726015095654
5,1,current_m0,ridge,current,8,current_m0_s8,0.34469395933469466
5,1,current_m0,ridge,current,32,current_m0_s32,0.3417889965881361
5,1,current_m1,ridge,current,1,current_m1_s1,0.33338289287607586
5,1,current_m1,ridge,current,8,current_m1_s8,0.3412990201055651
5,1,current_m1,ridge,current,32,current_m1_s32,0.33858555512984917
5,1,current_m2,rbf,current,1,current_m2_s1,0.3410384282177757
5,1,current_m2,rbf,current,8,current_m2_s8,0.3551064394661666
5,1,current_m2,rbf,current,32,current_m2_s32,0.3589035552692085
5,1,current_m3,rbf,current,1,current_m3_s1,0.33878556609555166
5,1,current_m3,rbf,current,8,current_m3_s8,0.3544279382404659
5,1,current_m3,rbf,current,32,current_m3_s32,0.35955559701930345
5,1,current_m4,trees,current,1,current_m4_s1,0.3486520206567969
5,1,current_m4,trees,current,8,current_m4_s8,0.3572907820028106
5,1,current_m4,trees,current,32,current_m4_s32,0.3598252770813073
5,1,current_m5,trees,current,1,current_m5_s1,0.3462223819387915
5,1,current_m5,trees,current,8,current_m5_s8,0.35794490757891384
5,1,current_m5,trees,current,32,current_m5_s32,0.36442524130940007
5,1,multiscale_m0,ridge,multiscale,1,multiscale_m0_s1,0.3223164198633012
5,1,multiscale_m0,ridge,multiscale,8,multiscale_m0_s8,0.31880329317034045
5,1,multiscale_m0,ridge,multiscale,32,multiscale_m0_s32,0.3210826293719547
5,1,multiscale_m1,ridge,multiscale,1,multiscale_m1_s1,0.3149075388831807
5,1,multiscale_m1,ridge,multiscale,8,multiscale_m1_s8,0.3148926054679717
5,1,multiscale_m1,ridge,multiscale,32,multiscale_m1_s32,0.31647648673135287
5,1,multiscale_m2,rbf,multiscale,1,multiscale_m2_s1,0.3251882337938454
5,1,multiscale_m2,rbf,multiscale,8,multiscale_m2_s8,0.31944886698082786
5,1,multiscale_m2,rbf,multiscale,32,multiscale_m2_s32,0.31778225654098147
5,1,multiscale_m3,rbf,multiscale,1,multiscale_m3_s1,0.3326481289026928
5,1,multiscale_m3,rbf,multiscale,8,multiscale_m3_s8,0.33548542409866666
5,1,multiscale_m3,rbf,multiscale,32,multiscale_m3_s32,0.3325633302567391
5,1,multiscale_m4,trees,multiscale,1,multiscale_m4_s1,0.3407580193749502
5,1,multiscale_m4,trees,multiscale,8,multiscale_m4_s8,0.3306193756357173
5,1,multiscale_m4,trees,multiscale,32,multiscale_m4_s32,0.3356471538554764
5,1,multiscale_m5,trees,multiscale,1,multiscale_m5_s1,0.3378899795030217
5,1,multiscale_m5,trees,multiscale,8,multiscale_m5_s8,0.3216732535548245
5,1,multiscale_m5,trees,multiscale,32,multiscale_m5_s32,0.3228084983913611
5,1,delayed4_m0,ridge,delayed4,1,delayed4_m0_s1,0.3245035015312193
5,1,delayed4_m0,ridge,delayed4,8,delayed4_m0_s8,0.3313053413844825
5,1,delayed4_m0,ridge,delayed4,32,delayed4_m0_s32,0.33782241331802043
5,1,delayed4_m1,ridge,delayed4,1,delayed4_m1_s1,0.3125281835694795
5,1,delayed4_m1,ridge,delayed4,8,delayed4_m1_s8,0.31547842080159244
5,1,delayed4_m1,ridge,delayed4,32,delayed4_m1_s32,0.32418819809668215
5,1,delayed4_m2,rbf,delayed4,1,delayed4_m2_s1,0.3178432265369816
5,1,delayed4_m2,rbf,delayed4,8,delayed4_m2_s8,0.317996570120866
5,1,delayed4_m2,rbf,delayed4,32,delayed4_m2_s32,0.32980276980472134
5,1,delayed4_m3,rbf,delayed4,1,delayed4_m3_s1,0.3097829364777004
5,1,delayed4_m3,rbf,delayed4,8,delayed4_m3_s8,0.32140983738436135
5,1,delayed4_m3,rbf,delayed4,32,delayed4_m3_s32,0.32223639543613253
5,1,delayed4_m4,trees,delayed4,1,delayed4_m4_s1,0.31116832267283734
5,1,delayed4_m4,trees,delayed4,8,delayed4_m4_s8,0.31514668138671237
5,1,delayed4_m4,trees,delayed4,32,delayed4_m4_s32,0.30862377047529477
5,1,delayed4_m5,trees,delayed4,1,delayed4_m5_s1,0.29477619095990454
5,1,delayed4_m5,trees,delayed4,8,delayed4_m5_s8,0.29214369271630813
5,1,delayed4_m5,trees,delayed4,32,delayed4_m5_s32,0.2907626679994869
5,1,relative_m0,ridge,relative,1,relative_m0_s1,0.35341523756949655
5,1,relative_m0,ridge,relative,8,relative_m0_s8,0.357207040885934
5,1,relative_m0,ridge,relative,32,relative_m0_s32,0.3559271739127923
5,1,relative_m1,ridge,relative,1,relative_m1_s1,0.3489815792525204
5,1,relative_m1,ridge,relative,8,relative_m1_s8,0.3554085556313695
5,1,relative_m1,ridge,relative,32,relative_m1_s32,0.3570856896927704
5,1,relative_m2,rbf,relative,1,relative_m2_s1,0.34583195595649097
5,1,relative_m2,rbf,relative,8,relative_m2_s8,0.3691960469332248
5,1,relative_m2,rbf,relative,32,relative_m2_s32,0.3687143801645522
5,1,relative_m3,rbf,relative,1,relative_m3_s1,0.3440525169886644
5,1,relative_m3,rbf,relative,8,relative_m3_s8,0.34970518399913075
5,1,relative_m3,rbf,relative,32,relative_m3_s32,0.3520170761251063
5,1,relative_m4,trees,relative,1,relative_m4_s1,0.3362603126671534
5,1,relative_m4,trees,relative,8,relative_m4_s8,0.3516747783479784
5,1,relative_m4,trees,relative,32,relative_m4_s32,0.35187789971670286
5,1,relative_m5,trees,relative,1,relative_m5_s1,0.3453647918258149
5,1,relative_m5,trees,relative,8,relative_m5_s8,0.358586684412532
5,1,relative_m5,trees,relative,32,relative_m5_s32,0.361688139586379
5,2,current_m0,ridge,current,1,current_m0_s1,0.3473407883381056
5,2,current_m0,ridge,current,8,current_m0_s8,0.3366070421684988
5,2,current_m0,ridge,current,32,current_m0_s32,0.3451915397609947
5,2,current_m1,ridge,current,1,current_m1_s1,0.34419287644826235
5,2,current_m1,ridge,current,8,current_m1_s8,0.3330386194985434
5,2,current_m1,ridge,current,32,current_m1_s32,0.33944524831456707
5,2,current_m2,rbf,current,1,current_m2_s1,0.3544963505815518
5,2,current_m2,rbf,current,8,current_m2_s8,0.3505584404130032
5,2,current_m2,rbf,current,32,current_m2_s32,0.3491705129397666
5,2,current_m3,rbf,current,1,current_m3_s1,0.3428333146084281
5,2,current_m3,rbf,current,8,current_m3_s8,0.3382638677534551
5,2,current_m3,rbf,current,32,current_m3_s32,0.33468186142451484
5,2,current_m4,trees,current,1,current_m4_s1,0.3504069970829347
5,2,current_m4,trees,current,8,current_m4_s8,0.3502540416661435
5,2,current_m4,trees,current,32,current_m4_s32,0.3498357159960421
5,2,current_m5,trees,current,1,current_m5_s1,0.34612223001298625
5,2,current_m5,trees,current,8,current_m5_s8,0.3420465691402828
5,2,current_m5,trees,current,32,current_m5_s32,0.3397512640923973
5,2,multiscale_m0,ridge,multiscale,1,multiscale_m0_s1,0.3482640807130745
5,2,multiscale_m0,ridge,multiscale,8,multiscale_m0_s8,0.34392092468506164
5,2,multiscale_m0,ridge,multiscale,32,multiscale_m0_s32,0.3446357183030585
5,2,multiscale_m1,ridge,multiscale,1,multiscale_m1_s1,0.3334602577180205
5,2,multiscale_m1,ridge,multiscale,8,multiscale_m1_s8,0.32945373947119694
5,2,multiscale_m1,ridge,multiscale,32,multiscale_m1_s32,0.32931384343553993
5,2,multiscale_m2,rbf,multiscale,1,multiscale_m2_s1,0.32746820496063683
5,2,multiscale_m2,rbf,multiscale,8,multiscale_m2_s8,0.31675908041050843
5,2,multiscale_m2,rbf,multiscale,32,multiscale_m2_s32,0.3170590897861476
5,2,multiscale_m3,rbf,multiscale,1,multiscale_m3_s1,0.3399719467030566
5,2,multiscale_m3,rbf,multiscale,8,multiscale_m3_s8,0.34041801773048713
5,2,multiscale_m3,rbf,multiscale,32,multiscale_m3_s32,0.34043400940739177
5,2,multiscale_m4,trees,multiscale,1,multiscale_m4_s1,0.34040966758018915
5,2,multiscale_m4,trees,multiscale,8,multiscale_m4_s8,0.32889999331741304
5,2,multiscale_m4,trees,multiscale,32,multiscale_m4_s32,0.3295700270686382
5,2,multiscale_m5,trees,multiscale,1,multiscale_m5_s1,0.3440944147823318
5,2,multiscale_m5,trees,multiscale,8,multiscale_m5_s8,0.3348362928546484
5,2,multiscale_m5,trees,multiscale,32,multiscale_m5_s32,0.3353437209705614
5,2,delayed4_m0,ridge,delayed4,1,delayed4_m0_s1,0.33475517686878087
5,2,delayed4_m0,ridge,delayed4,8,delayed4_m0_s8,0.3393914292372648
5,2,delayed4_m0,ridge,delayed4,32,delayed4_m0_s32,0.337466371669638
5,2,delayed4_m1,ridge,delayed4,1,delayed4_m1_s1,0.3402718622728383
5,2,delayed4_m1,ridge,delayed4,8,delayed4_m1_s8,0.3441204324342683
5,2,delayed4_m1,ridge,delayed4,32,delayed4_m1_s32,0.34189723939024197
5,2,delayed4_m2,rbf,delayed4,1,delayed4_m2_s1,0.33691143198491813
5,2,delayed4_m2,rbf,delayed4,8,delayed4_m2_s8,0.3392504978742578
5,2,delayed4_m2,rbf,delayed4,32,delayed4_m2_s32,0.33550564772351466
5,2,delayed4_m3,rbf,delayed4,1,delayed4_m3_s1,0.34094652573984
5,2,delayed4_m3,rbf,delayed4,8,delayed4_m3_s8,0.334660328251745
5,2,delayed4_m3,rbf,delayed4,32,delayed4_m3_s32,0.3359112283301215
5,2,delayed4_m4,trees,delayed4,1,delayed4_m4_s1,0.3272445868185087
5,2,delayed4_m4,trees,delayed4,8,delayed4_m4_s8,0.33135563081351277
5,2,delayed4_m4,trees,delayed4,32,delayed4_m4_s32,0.3325709556084497
5,2,delayed4_m5,trees,delayed4,1,delayed4_m5_s1,0.33001533638656927
5,2,delayed4_m5,trees,delayed4,8,delayed4_m5_s8,0.33203156470265566
5,2,delayed4_m5,trees,delayed4,32,delayed4_m5_s32,0.3402544314446652
5,2,relative_m0,ridge,relative,1,relative_m0_s1,0.3573319094888385
5,2,relative_m0,ridge,relative,8,relative_m0_s8,0.3573183495698091
5,2,relative_m0,ridge,relative,32,relative_m0_s32,0.3575329886561093
5,2,relative_m1,ridge,relative,1,relative_m1_s1,0.3550786339674188
5,2,relative_m1,ridge,relative,8,relative_m1_s8,0.35184700654376033
5,2,relative_m1,ridge,relative,32,relative_m1_s32,0.34880103989842887
5,2,relative_m2,rbf,relative,1,relative_m2_s1,0.3588777166728914
5,2,relative_m2,rbf,relative,8,relative_m2_s8,0.3444455364857411
5,2,relative_m2,rbf,relative,32,relative_m2_s32,0.3419291306440391
5,2,relative_m3,rbf,relative,1,relative_m3_s1,0.3420417624953579
5,2,relative_m3,rbf,relative,8,relative_m3_s8,0.3300673871857939
5,2,relative_m3,rbf,relative,32,relative_m3_s32,0.3321974228173
5,2,relative_m4,trees,relative,1,relative_m4_s1,0.32983484608353136
5,2,relative_m4,trees,relative,8,relative_m4_s8,0.30299878135242214
5,2,relative_m4,trees,relative,32,relative_m4_s32,0.30403889738589435
5,2,relative_m5,trees,relative,1,relative_m5_s1,0.34107423659245595
5,2,relative_m5,trees,relative,8,relative_m5_s8,0.3206486581238648
5,2,relative_m5,trees,relative,32,relative_m5_s32,0.32435610685474325
5,3,current_m0,ridge,current,1,current_m0_s1,0.33715963215097555
5,3,current_m0,ridge,current,8,current_m0_s8,0.34309511833159934
5,3,current_m0,ridge,current,32,current_m0_s32,0.3405241727964908
5,3,current_m1,ridge,current,1,current_m1_s1,0.3328977870277736
5,3,current_m1,ridge,current,8,current_m1_s8,0.34102644924155223
5,3,current_m1,ridge,current,32,current_m1_s32,0.3410151926595074
5,3,current_m2,rbf,current,1,current_m2_s1,0.3386455379770514
5,3,current_m2,rbf,current,8,current_m2_s8,0.3551033998991743
5,3,current_m2,rbf,current,32,current_m2_s32,0.3423476325650628
5,3,current_m3,rbf,current,1,current_m3_s1,0.3258528702679881
5,3,current_m3,rbf,current,8,current_m3_s8,0.31638499047451196
5,3,current_m3,rbf,current,32,current_m3_s32,0.3113373974389121
5,3,current_m4,trees,current,1,current_m4_s1,0.3255999891481444
5,3,current_m4,trees,current,8,current_m4_s8,0.32164296386640395
5,3,current_m4,trees,current,32,current_m4_s32,0.324177441395323
5,3,current_m5,trees,current,1,current_m5_s1,0.32009636879670156
5,3,current_m5,trees,current,8,current_m5_s8,0.32017238577329027
5,3,current_m5,trees,current,32,current_m5_s32,0.3224249112366561
5,3,multiscale_m0,ridge,multiscale,1,multiscale_m0_s1,0.3327733402720409
5,3,multiscale_m0,ridge,multiscale,8,multiscale_m0_s8,0.34204984164071695
5,3,multiscale_m0,ridge,multiscale,32,multiscale_m0_s32,0.34930146869382345
5,3,multiscale_m1,ridge,multiscale,1,multiscale_m1_s1,0.3296637899186511
5,3,multiscale_m1,ridge,multiscale,8,multiscale_m1_s8,0.33479069127126354
5,3,multiscale_m1,ridge,multiscale,32,multiscale_m1_s32,0.3497021067288991
5,3,multiscale_m2,rbf,multiscale,1,multiscale_m2_s1,0.3150219705182405
5,3,multiscale_m2,rbf,multiscale,8,multiscale_m2_s8,0.32351681144951316
5,3,multiscale_m2,rbf,multiscale,32,multiscale_m2_s32,0.3310199178917092
5,3,multiscale_m3,rbf,multiscale,1,multiscale_m3_s1,0.3118198441526706
5,3,multiscale_m3,rbf,multiscale,8,multiscale_m3_s8,0.3200052551272376
5,3,multiscale_m3,rbf,multiscale,32,multiscale_m3_s32,0.3175966119827008
5,3,multiscale_m4,trees,multiscale,1,multiscale_m4_s1,0.3170899021376914
5,3,multiscale_m4,trees,multiscale,8,multiscale_m4_s8,0.3091259107654495
5,3,multiscale_m4,trees,multiscale,32,multiscale_m4_s32,0.31859773940686476
5,3,multiscale_m5,trees,multiscale,1,multiscale_m5_s1,0.3317861138790433
5,3,multiscale_m5,trees,multiscale,8,multiscale_m5_s8,0.3262607139379643
5,3,multiscale_m5,trees,multiscale,32,multiscale_m5_s32,0.3240159484321843
5,3,delayed4_m0,ridge,delayed4,1,delayed4_m0_s1,0.33186149680491067
5,3,delayed4_m0,ridge,delayed4,8,delayed4_m0_s8,0.3342888528738424
5,3,delayed4_m0,ridge,delayed4,32,delayed4_m0_s32,0.3436263326066177
5,3,delayed4_m1,ridge,delayed4,1,delayed4_m1_s1,0.337294494388993
5,3,delayed4_m1,ridge,delayed4,8,delayed4_m1_s8,0.33946689610240227
5,3,delayed4_m1,ridge,delayed4,32,delayed4_m1_s32,0.34352759111356207
5,3,delayed4_m2,rbf,delayed4,1,delayed4_m2_s1,0.32133792669312816
5,3,delayed4_m2,rbf,delayed4,8,delayed4_m2_s8,0.32819683301446767
5,3,delayed4_m2,rbf,delayed4,32,delayed4_m2_s32,0.32940666616286557
5,3,delayed4_m3,rbf,delayed4,1,delayed4_m3_s1,0.2875299179862736
5,3,delayed4_m3,rbf,delayed4,8,delayed4_m3_s8,0.2915858194268728
5,3,delayed4_m3,rbf,delayed4,32,delayed4_m3_s32,0.3026267928054431
5,3,delayed4_m4,trees,delayed4,1,delayed4_m4_s1,0.31476391296323813
5,3,delayed4_m4,trees,delayed4,8,delayed4_m4_s8,0.3057890997168835
5,3,delayed4_m4,trees,delayed4,32,delayed4_m4_s32,0.3031928531814387
5,3,delayed4_m5,trees,delayed4,1,delayed4_m5_s1,0.302951854503946
5,3,delayed4_m5,trees,delayed4,8,delayed4_m5_s8,0.3010860328369533
5,3,delayed4_m5,trees,delayed4,32,delayed4_m5_s32,0.29719379770651716
5,3,relative_m0,ridge,relative,1,relative_m0_s1,0.34602544574078786
5,3,relative_m0,ridge,relative,8,relative_m0_s8,0.33065077258278597
5,3,relative_m0,ridge,relative,32,relative_m0_s32,0.3348618125415712
5,3,relative_m1,ridge,relative,1,relative_m1_s1,0.3437687134661308
5,3,relative_m1,ridge,relative,8,relative_m1_s8,0.33106537668498953
5,3,relative_m1,ridge,relative,32,relative_m1_s32,0.33092404769129674
5,3,relative_m2,rbf,relative,1,relative_m2_s1,0.3425198596095453
5,3,relative_m2,rbf,relative,8,relative_m2_s8,0.3192279522014047
5,3,relative_m2,rbf,relative,32,relative_m2_s32,0.3156434448017399
5,3,relative_m3,rbf,relative,1,relative_m3_s1,0.34240846342350395
5,3,relative_m3,rbf,relative,8,relative_m3_s8,0.3117197374287845
