scope,reference,participant,delta
stack_global_C0.001,previous_geometric,P43,-0.025729349258761025
stack_global_C0.001,previous_geometric,P44,-0.07123841550071058
stack_global_C0.001,previous_geometric,P46,-0.10714285714285704
stack_global_C0.001,previous_geometric,P48,-0.010152284263959421
stack_global_C0.001,previous_geometric,P8,0.05905673274094331
stack_global_C0.001,previous_geometric,P9,-0.03485838779956424
stack_global_C0.001,previous_tuned_logistic,P12,-0.05839966485127768
stack_global_C0.001,previous_tuned_logistic,P13,0.032893390628197294
stack_global_C0.001,previous_tuned_logistic,P18,0.010615711252653925
stack_global_C0.001,previous_tuned_logistic,P19,-0.14257075471698105
stack_global_C0.001,previous_tuned_logistic,P2,-0.057219445048177886
stack_global_C0.001,previous_tuned_logistic,P20,0.007078170871274381
stack_global_C0.001,previous_tuned_logistic,P21,0.10018405502276478
stack_global_C0.001,previous_tuned_logistic,P22,0.08666039342205495
stack_global_C0.001,previous_tuned_logistic,P24,-0.01343146480261681
stack_global_C0.001,previous_tuned_logistic,P26,-0.05523809523809514
stack_global_C0.001,previous_tuned_logistic,P27,0.01681329423264899
stack_global_C0.001,previous_tuned_logistic,P3,-0.02898550724637672
stack_global_C0.001,previous_tuned_logistic,P30,0.045395326802362024
stack_global_C0.001,previous_tuned_logistic,P33,0.028792569659442824
stack_global_C0.001,previous_tuned_logistic,P34,0.023824312333629083
stack_global_C0.001,previous_tuned_logistic,P35,0.022222222222222254
stack_global_C0.001,previous_tuned_logistic,P36,0.0843717368604246
stack_global_C0.001,previous_tuned_logistic,P4,0.05228758169934644
stack_global_C0.001,previous_tuned_logistic,P40,0.02033628720745284
stack_global_C0.001,previous_tuned_logistic,P43,0.007378419143125092
stack_global_C0.001,previous_tuned_logistic,P44,-0.016193278488360496
stack_global_C0.001,previous_tuned_logistic,P46,-0.09311224489795916
stack_global_C0.001,previous_tuned_logistic,P48,-0.020304568527918787
stack_global_C0.001,previous_tuned_logistic,P8,0.0033948507632718394
stack_global_C0.001,previous_tuned_logistic,P9,-0.036715972938883235
stack_global_C0.01,previous_geometric,P12,-0.026085742214774388
stack_global_C0.01,previous_geometric,P13,0.003591160220994538
stack_global_C0.01,previous_geometric,P18,0.02123142250530785
stack_global_C0.01,previous_geometric,P19,-0.12595649895178185
stack_global_C0.01,previous_geometric,P2,-0.04666376874592476
stack_global_C0.01,previous_geometric,P20,0.0028238045479425655
stack_global_C0.01,previous_geometric,P21,0.11646808098421002
stack_global_C0.01,previous_geometric,P22,0.02294215172290187
stack_global_C0.01,previous_geometric,P24,-0.09640632701527985
stack_global_C0.01,previous_geometric,P26,-0.09333333333333321
stack_global_C0.01,previous_geometric,P27,0.03681050132663033
