fold,inner,representation,estimator,smoothing,score,evaluation_participants,fit_participants
1,2,segment_4,hgb,4,0.3509949729524551,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_4,hgb,8,0.33896419495206376,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_4,rbf,1,0.34109849904452405,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_4,rbf,4,0.3399535904387977,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_4,rbf,8,0.3267219773251477,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_8,logistic_0.01,1,0.32609272067230916,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_8,logistic_0.01,4,0.32578630764248373,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_8,logistic_0.01,8,0.32368198383248653,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_8,logistic_0.1,1,0.3326872306055732,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_8,logistic_0.1,4,0.32970579644715936,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_8,logistic_0.1,8,0.3292145141263223,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_8,logistic_1,1,0.3357822688770023,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_8,logistic_1,4,0.33214130894027605,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_8,logistic_1,8,0.3321397551959676,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_8,hgb,1,0.34198504804341184,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_8,hgb,4,0.33637710558893935,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_8,hgb,8,0.33262296765033555,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_8,rbf,1,0.32522104152170483,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_8,rbf,4,0.3224642773537721,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_8,rbf,8,0.31245695673937623,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_16,logistic_0.01,1,0.32311531742997557,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_16,logistic_0.01,4,0.32393513862253254,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_16,logistic_0.01,8,0.3233703732676133,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_16,logistic_0.1,1,0.32416601343159035,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_16,logistic_0.1,4,0.3283411146959901,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_16,logistic_0.1,8,0.3289957712755033,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_16,logistic_1,1,0.32301980235349753,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_16,logistic_1,4,0.3267931860060088,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_16,logistic_1,8,0.32609676802836535,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_16,hgb,1,0.33149002454420534,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_16,hgb,4,0.3372264724295369,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
